	index	i	id	isParent	name	level	pid	pname
1508	1165	6	A0C0H07	True	风雹灾害受灾面积	2	A0C0H	自然灾害
1509	1166	7	A0C0H08	True	风雹灾害绝收面积	2	A0C0H	自然灾害
1510	1167	8	A0C0H09	True	低温冷冻和雪灾受灾面积	2	A0C0H	自然灾害
1511	1168	9	A0C0H0A	True	低温冷冻和雪灾绝收面积	2	A0C0H	自然灾害
1512	1169	10	A0C0H0B	True	自然灾害受灾人口	2	A0C0H	自然灾害
1513	1170	11	A0C0H0C	True	自然灾害受灾死亡人口	2	A0C0H	自然灾害
1514	1171	12	A0C0H0D	True	自然灾害直接经济损失	2	A0C0H	自然灾害
1515	1172	0	A0C0I01	True	发生地质灾害起数	2	A0C0I	地质灾害及防治
1516	1173	1	A0C0I02	True	发生滑坡灾害起数	2	A0C0I	地质灾害及防治
1517	1174	2	A0C0I03	True	发生崩塌灾害起数	2	A0C0I	地质灾害及防治
1518	1175	3	A0C0I04	True	发生泥石流灾害起数	2	A0C0I	地质灾害及防治
1519	1176	4	A0C0I05	True	发生地面塌陷灾害起数	2	A0C0I	地质灾害及防治
1520	1177	5	A0C0I06	True	地质灾害人员伤亡	2	A0C0I	地质灾害及防治
1521	1178	6	A0C0I07	True	地质灾害死亡人数	2	A0C0I	地质灾害及防治
1522	1179	7	A0C0I08	True	地质灾害直接经济损失	2	A0C0I	地质灾害及防治
1523	1180	8	A0C0I09	True	地质灾害防治项目数	2	A0C0I	地质灾害及防治
1524	1181	9	A0C0I0A	True	地质灾害防治投资	2	A0C0I	地质灾害及防治
1525	1182	0	A0C0J01	True	森林火灾次数	2	A0C0J	森林火灾
1526	1183	1	A0C0J02	True	一般火灾次数	2	A0C0J	森林火灾
1527	1184	2	A0C0J03	True	较大火灾次数	2	A0C0J	森林火灾
1528	1185	3	A0C0J04	True	重大火灾次数	2	A0C0J	森林火灾
1529	1186	4	A0C0J05	True	特别重大火灾次数	2	A0C0J	森林火灾
1530	1187	5	A0C0J06	True	火场总面积	2	A0C0J	森林火灾
1531	1188	6	A0C0J07	True	受害森林面积	2	A0C0J	森林火灾
1532	1189	7	A0C0J08	True	天然林受害面积	2	A0C0J	森林火灾
1533	1190	8	A0C0J09	True	人工林受害面积	2	A0C0J	森林火灾
1534	1191	9	A0C0J0A	True	森林火灾伤亡人数	2	A0C0J	森林火灾
1535	1192	10	A0C0J0B	True	森林火灾死亡人数	2	A0C0J	森林火灾
1536	1193	11	A0C0J0C	True	森林火灾其他损失折款	2	A0C0J	森林火灾
1537	1194	0	A0C0K01	True	森林病虫鼠害发生面积	2	A0C0K	森林病虫鼠害防治
1538	1195	1	A0C0K02	True	森林病虫鼠害防治面积	2	A0C0K	森林病虫鼠害防治
1539	1196	2	A0C0K03	True	森林病虫鼠害防治率	2	A0C0K	森林病虫鼠害防治
1540	1197	3	A0C0K04	True	森林病害发生面积	2	A0C0K	森林病虫鼠害防治
1541	1198	4	A0C0K05	True	森林病害防治面积	2	A0C0K	森林病虫鼠害防治
1542	1199	5	A0C0K06	True	森林病害防治率	2	A0C0K	森林病虫鼠害防治
1543	1200	6	A0C0K07	True	森林虫害发生面积	2	A0C0K	森林病虫鼠害防治
1544	1201	7	A0C0K08	True	森林虫害防治面积	2	A0C0K	森林病虫鼠害防治
1545	1202	8	A0C0K09	True	森林虫害防治率	2	A0C0K	森林病虫鼠害防治
1546	1203	9	A0C0K0A	True	森林鼠害发生面积	2	A0C0K	森林病虫鼠害防治
1547	1204	10	A0C0K0B	True	森林鼠害防治面积	2	A0C0K	森林病虫鼠害防治
1548	1205	11	A0C0K0C	True	森林鼠害防治率	2	A0C0K	森林病虫鼠害防治
1549	1206	0	A0C0L01	True	突发环境事件次数	2	A0C0L	突发环境事件情况
1550	1207	1	A0C0L02	True	特别重大环境事件	2	A0C0L	突发环境事件情况
1551	1208	2	A0C0L03	True	重大环境事件	2	A0C0L	突发环境事件情况
1552	1209	3	A0C0L04	True	较大环境事件	2	A0C0L	突发环境事件情况
1553	1210	4	A0C0L05	True	一般环境事件	2	A0C0L	突发环境事件情况
1554	1211	5	A0C0L06	True	未定级环境事件	2	A0C0L	突发环境事件情况
1555	1212	0	A0C0M01	True	地震灾害次数	2	A0C0M	地震灾害
1556	1213	1	A0C0M02	True	5.0-5.9级地震灾害次数	2	A0C0M	地震灾害
1557	1214	2	A0C0M03	True	6.0-6.9级地震灾害次数	2	A0C0M	地震灾害
1558	1215	3	A0C0M04	True	7.0级以上地震灾害次数	2	A0C0M	地震灾害
1559	1216	4	A0C0M05	True	地震灾害人员伤亡	2	A0C0M	地震灾害
1560	1217	5	A0C0M06	True	地震灾害死亡人数	2	A0C0M	地震灾害
1561	1218	6	A0C0M07	True	地震灾害直接经济损失	2	A0C0M	地震灾害
1562	1219	0	A0C0N01	True	工业污染治理完成投资	2	A0C0N	工业污染治理投资完成情况
1563	1220	1	A0C0N02	True	治理废水项目完成投资	2	A0C0N	工业污染治理投资完成情况
1564	1221	2	A0C0N03	True	治理废气项目完成投资	2	A0C0N	工业污染治理投资完成情况
1565	1222	3	A0C0N04	True	治理固体废物项目完成投资	2	A0C0N	工业污染治理投资完成情况
1566	1223	4	A0C0N05	True	治理噪声项目完成投资	2	A0C0N	工业污染治理投资完成情况
1567	1224	5	A0C0N06	True	治理其他项目完成投资	2	A0C0N	工业污染治理投资完成情况
1568	1225	6	A0C0N07	True	工业污染治理本年竣工项目数	2	A0C0N	工业污染治理投资完成情况
1569	1226	0	A0C0O01	True	林业投资本年资金来源	2	A0C0O	林业投资资金来源
1570	1227	1	A0C0O02	True	林业投资上年末结余资金	2	A0C0O	林业投资资金来源
1571	1228	2	A0C0O03	True	林业投资本年资金来源小计	2	A0C0O	林业投资资金来源
1572	1229	3	A0C0O04	True	林业投资国家预算资金	2	A0C0O	林业投资资金来源
1573	1230	4	A0C0O05	True	林业投资国内贷款	2	A0C0O	林业投资资金来源
1574	1231	5	A0C0O06	True	林业投资债券	2	A0C0O	林业投资资金来源
1575	1232	6	A0C0O07	True	林业投资利用外资	2	A0C0O	林业投资资金来源
1576	1233	7	A0C0O08	True	林业投资自筹资金	2	A0C0O	林业投资资金来源
1577	1234	8	A0C0O09	True	林业投资其它资金	2	A0C0O	林业投资资金来源
1578	1235	0	A0C0P01	True	林业投资	2	A0C0P	林业投资
1579	1236	1	A0C0P02	True	生态建设与保护本年完成投资	2	A0C0P	林业投资
1580	1237	2	A0C0P03	True	林业支撑与保障本年完成投资	2	A0C0P	林业投资
1581	1238	3	A0C0P04	True	林业产业发展本年完成投资	2	A0C0P	林业投资
1582	1239	4	A0C0P05	True	其他投资本年完成投资	2	A0C0P	林业投资
1583	1240	0	A0D0101	True	乡镇数	2	A0D01	农村基层组织情况
1584	1241	1	A0D0102	True	乡数	2	A0D01	农村基层组织情况
1585	1242	2	A0D0103	True	镇数	2	A0D01	农村基层组织情况
1586	1243	3	A0D0104	True	村民委员会数	2	A0D01	农村基层组织情况
1587	1244	0	A0D0201	True	乡村户数	2	A0D02	乡村户数和乡村人口
1588	1245	1	A0D0202	True	乡村人口	2	A0D02	乡村户数和乡村人口
1589	1246	0	A0D0301	True	乡村从业人员	2	A0D03	乡村从业人员
1590	1247	1	A0D0302	True	乡村男性从业人员	2	A0D03	乡村从业人员
1591	1248	2	A0D0303	True	乡村女性从业人员	2	A0D03	乡村从业人员
1592	1249	3	A0D0304	True	农林牧渔业从业人员	2	A0D03	乡村从业人员
1593	1250	0	A0D0501	True	农林牧渔业总产值	2	A0D05	农、林、牧、渔业总产值及指数
1594	1251	1	A0D0502	True	农业总产值	2	A0D05	农、林、牧、渔业总产值及指数
1595	1252	2	A0D0503	True	林业总产值	2	A0D05	农、林、牧、渔业总产值及指数
1596	1253	3	A0D0504	True	牧业总产值	2	A0D05	农、林、牧、渔业总产值及指数
1597	1254	4	A0D0505	True	渔业总产值	2	A0D05	农、林、牧、渔业总产值及指数
1598	1255	5	A0D0506	True	农林牧渔业总产值指数(上年=100)	2	A0D05	农、林、牧、渔业总产值及指数
1599	1256	6	A0D0507	True	农业总产值指数(上年=100)	2	A0D05	农、林、牧、渔业总产值及指数
1600	1257	7	A0D0508	True	林业总产值指数(上年=100)	2	A0D05	农、林、牧、渔业总产值及指数
1601	1258	8	A0D0509	True	牧业总产值指数(上年=100)	2	A0D05	农、林、牧、渔业总产值及指数
1602	1259	9	A0D050A	True	渔业总产值指数(上年=100)	2	A0D05	农、林、牧、渔业总产值及指数
1603	1260	0	A0D0601	True	农林牧渔业增加值	2	A0D06	农林牧渔业增加值
1604	1261	1	A0D0602	True	农业增加值	2	A0D06	农林牧渔业增加值
1605	1262	2	A0D0603	True	林业增加值	2	A0D06	农林牧渔业增加值
1606	1263	3	A0D0604	True	牧业增加值	2	A0D06	农林牧渔业增加值
1607	1264	4	A0D0605	True	渔业增加值	2	A0D06	农林牧渔业增加值
1608	1265	0	A0D0G01	True	农业机械总动力	2	A0D0G	主要农业机械年末拥有量
1609	1266	1	A0D0G02	True	农用大中型拖拉机数量	2	A0D0G	主要农业机械年末拥有量
1610	1267	2	A0D0G03	True	农用大中型拖拉机动力	2	A0D0G	主要农业机械年末拥有量
1611	1268	3	A0D0G04	True	小型拖拉机数量	2	A0D0G	主要农业机械年末拥有量
1612	1269	4	A0D0G05	True	小型拖拉机动力	2	A0D0G	主要农业机械年末拥有量
1613	1270	5	A0D0G06	True	大中型拖拉机配套农具	2	A0D0G	主要农业机械年末拥有量
1614	1271	6	A0D0G07	True	小型拖拉机配套农具	2	A0D0G	主要农业机械年末拥有量
1615	1272	7	A0D0G08	True	农用排灌电动机数量	2	A0D0G	主要农业机械年末拥有量
1616	1273	8	A0D0G09	True	农用排灌电动机动力	2	A0D0G	主要农业机械年末拥有量
1617	1274	9	A0D0G0A	True	农用排灌柴油机数量	2	A0D0G	主要农业机械年末拥有量
1618	1275	10	A0D0G0B	True	农用排灌柴油机动力	2	A0D0G	主要农业机械年末拥有量
1619	1276	11	A0D0G0C	True	联合收割机数量	2	A0D0G	主要农业机械年末拥有量
1620	1277	12	A0D0G0D	True	联合收割机动力	2	A0D0G	主要农业机械年末拥有量
1621	1278	13	A0D0G0E	True	机动脱粒机数量	2	A0D0G	主要农业机械年末拥有量
1622	1279	14	A0D0G0F	True	渔用机动船数量	2	A0D0G	主要农业机械年末拥有量
1623	1280	15	A0D0G0G	True	渔用机动船动力	2	A0D0G	主要农业机械年末拥有量
1624	1281	0	A0D0H01	True	有效灌溉面积	2	A0D0H	有效灌溉面积、农用化肥施用量、农村水电站及用电量
1625	1282	1	A0D0H02	True	农用化肥施用折纯量	2	A0D0H	有效灌溉面积、农用化肥施用量、农村水电站及用电量
1626	1283	2	A0D0H03	True	农用氮肥施用折纯量	2	A0D0H	有效灌溉面积、农用化肥施用量、农村水电站及用电量
1627	1284	3	A0D0H04	True	农用磷肥施用折纯量	2	A0D0H	有效灌溉面积、农用化肥施用量、农村水电站及用电量
1628	1285	4	A0D0H05	True	农用钾肥施用折纯量	2	A0D0H	有效灌溉面积、农用化肥施用量、农村水电站及用电量
1629	1286	5	A0D0H06	True	农用复合肥施用折纯量	2	A0D0H	有效灌溉面积、农用化肥施用量、农村水电站及用电量
1630	1287	6	A0D0H07	True	乡村办水电站个数	2	A0D0H	有效灌溉面积、农用化肥施用量、农村水电站及用电量
1631	1288	7	A0D0H08	True	乡村办水电站装机容量	2	A0D0H	有效灌溉面积、农用化肥施用量、农村水电站及用电量
1632	1289	8	A0D0H09	True	农村用电量	2	A0D0H	有效灌溉面积、农用化肥施用量、农村水电站及用电量
1633	1290	0	A0D0I01	True	农村水电建设本年完成投资额	2	A0D0I	农村水电建设和发电量
1634	1291	1	A0D0I02	True	农村发电设备容量	2	A0D0I	农村水电建设和发电量
1635	1292	2	A0D0I03	True	农村新增发电设备容量	2	A0D0I	农村水电建设和发电量
1636	1293	3	A0D0I04	True	农村在建电站规模	2	A0D0I	农村水电建设和发电量
1637	1294	4	A0D0I05	True	农村当年新开工电站规模	2	A0D0I	农村水电建设和发电量
1638	1295	5	A0D0I06	True	农村发电量	2	A0D0I	农村水电建设和发电量
1639	1296	0	A0D0J01	True	水库数	2	A0D0J	水利设施和除涝面积
1640	1297	1	A0D0J02	True	水库总库容量	2	A0D0J	水利设施和除涝面积
1641	1298	2	A0D0J03	True	除涝面积	2	A0D0J	水利设施和除涝面积
1642	1299	3	A0D0J04	True	水土流失治理面积	2	A0D0J	水利设施和除涝面积
1643	1300	0	A0D0K01	True	农用柴油使用量	2	A0D0K	农用柴油和农药使用量
1644	1301	1	A0D0K02	True	农药使用量	2	A0D0K	农用柴油和农药使用量
1645	1302	0	A0D0L01	True	农用塑料薄膜使用量	2	A0D0L	农用塑料薄膜使用量
1646	1303	0	A0D0M01	True	农村居民家庭拥有生产性固定资产原值	2	A0D0M	农村居民家庭生产性固定资产原值
1647	1304	1	A0D0M02	True	农村居民家庭拥有农业生产性固定资产原值	2	A0D0M	农村居民家庭生产性固定资产原值
1648	1305	2	A0D0M03	True	农村居民家庭拥有农业房屋及建筑物原值	2	A0D0M	农村居民家庭生产性固定资产原值
1649	1306	3	A0D0M04	True	农村居民家庭拥有役畜原值	2	A0D0M	农村居民家庭生产性固定资产原值
1650	1307	4	A0D0M05	True	农村居民家庭拥大中型铁木农具原值	2	A0D0M	农村居民家庭生产性固定资产原值
1651	1308	5	A0D0M06	True	农村居民家庭拥有农业机械原值	2	A0D0M	农村居民家庭生产性固定资产原值
1652	1309	6	A0D0M07	True	农村居民家庭拥有林业生产性固定资产原值	2	A0D0M	农村居民家庭生产性固定资产原值
1653	1310	7	A0D0M08	True	农村居民家庭拥有林业机械原值	2	A0D0M	农村居民家庭生产性固定资产原值
1654	1311	8	A0D0M09	True	农村居民家庭拥有牧业生产性固定资产原值	2	A0D0M	农村居民家庭生产性固定资产原值
1655	1312	9	A0D0M0A	True	农村居民家庭拥有牧业房屋及建筑物原值	2	A0D0M	农村居民家庭生产性固定资产原值
1656	1313	10	A0D0M0B	True	农村居民家庭拥有产品畜原值	2	A0D0M	农村居民家庭生产性固定资产原值
1657	1314	11	A0D0M0C	True	农村居民家庭拥有渔业生产性固定资产原值	2	A0D0M	农村居民家庭生产性固定资产原值
1658	1315	12	A0D0M0D	True	农村居民家庭拥有渔业机械原值	2	A0D0M	农村居民家庭生产性固定资产原值
1659	1316	13	A0D0M0E	True	农村居民家庭拥有采矿业生产性固定资产原值	2	A0D0M	农村居民家庭生产性固定资产原值
1660	1317	14	A0D0M0F	True	农村居民家庭拥有制造业生产性固定资产原值	2	A0D0M	农村居民家庭生产性固定资产原值
1661	1318	15	A0D0M0G	True	农村居民家庭拥有制造业房屋及建筑物原值	2	A0D0M	农村居民家庭生产性固定资产原值
1662	1319	16	A0D0M0H	True	农村居民家庭拥有生产设备原值	2	A0D0M	农村居民家庭生产性固定资产原值
1663	1320	17	A0D0M0I	True	农村居民家庭拥有电力煤气与水的生产及供应生产性固定资产原值	2	A0D0M	农村居民家庭生产性固定资产原值
1664	1321	18	A0D0M0J	True	农村居民家庭拥有建筑业生产性固定资产原值	2	A0D0M	农村居民家庭生产性固定资产原值
1665	1322	19	A0D0M0K	True	农村居民家庭拥有交通运输及邮电业生产性固定资产原值	2	A0D0M	农村居民家庭生产性固定资产原值
1666	1323	20	A0D0M0L	True	农村居民家庭拥有批发和零售贸易业生产性固定资产原值	2	A0D0M	农村居民家庭生产性固定资产原值
1667	1324	21	A0D0M0M	True	农村居民家庭拥有住宿和餐饮业生产性固定资产原值	2	A0D0M	农村居民家庭生产性固定资产原值
1668	1325	22	A0D0M0N	True	农村居民家庭拥有社会服务业生产性固定资产原值	2	A0D0M	农村居民家庭生产性固定资产原值
1669	1326	23	A0D0M0O	True	农村居民家庭拥有教育生产性固定资产原值	2	A0D0M	农村居民家庭生产性固定资产原值
1670	1327	24	A0D0M0P	True	农村居民家庭拥有社会保障和福利业生产性固定资产原值	2	A0D0M	农村居民家庭生产性固定资产原值
1671	1328	25	A0D0M0Q	True	农村居民家庭拥有文化体育和娱乐业生产性固定资产原值	2	A0D0M	农村居民家庭生产性固定资产原值
1672	1329	26	A0D0M0R	True	农村居民家庭拥有其他生产性固定资产原值	2	A0D0M	农村居民家庭生产性固定资产原值
1673	1330	0	A0D0N01	True	农村居民家庭拥有汽车数量	2	A0D0N	农村居民家庭平均每百户拥有主要生产性固定资产数量
1674	1331	1	A0D0N02	True	农村居民家庭拥有大中型拖拉机数量	2	A0D0N	农村居民家庭平均每百户拥有主要生产性固定资产数量
1675	1332	2	A0D0N03	True	农村居民家庭拥有小型和手扶拖拉机数量	2	A0D0N	农村居民家庭平均每百户拥有主要生产性固定资产数量
1676	1333	3	A0D0N04	True	农村居民家庭拥有机动脱粒机数量	2	A0D0N	农村居民家庭平均每百户拥有主要生产性固定资产数量
1677	1334	4	A0D0N05	True	农村居民家庭拥有胶轮大车数量	2	A0D0N	农村居民家庭平均每百户拥有主要生产性固定资产数量
1678	1335	5	A0D0N06	True	农村居民家庭拥有水泵数量	2	A0D0N	农村居民家庭平均每百户拥有主要生产性固定资产数量
1679	1336	6	A0D0N07	True	农村居民家庭拥有役畜数量	2	A0D0N	农村居民家庭平均每百户拥有主要生产性固定资产数量
1680	1337	7	A0D0N08	True	农村居民家庭拥有产品畜数量	2	A0D0N	农村居民家庭平均每百户拥有主要生产性固定资产数量
1681	1338	0	A0D0O01	True	农村居民家庭经营耕地面积	2	A0D0O	农村居民家庭土地经营情况
1682	1339	1	A0D0O02	True	农村居民家庭经营山地面积	2	A0D0O	农村居民家庭土地经营情况
1683	1340	2	A0D0O03	True	农村居民家庭园地面积	2	A0D0O	农村居民家庭土地经营情况
1684	1341	3	A0D0O04	True	农村居民家庭养殖水面面积	2	A0D0O	农村居民家庭土地经营情况
1685	1342	0	A0D0P01	True	农作物总播种面积	2	A0D0P	主要农作物播种面积
1686	1343	1	A0D0P02	True	粮食作物播种面积	2	A0D0P	主要农作物播种面积
1687	1344	2	A0D0P03	True	夏收粮食播种面积	2	A0D0P	主要农作物播种面积
1688	1345	3	A0D0P04	True	秋收粮食播种面积	2	A0D0P	主要农作物播种面积
1689	1346	4	A0D0P05	True	谷物播种面积	2	A0D0P	主要农作物播种面积
1690	1347	5	A0D0P06	True	稻谷播种面积	2	A0D0P	主要农作物播种面积
1691	1348	6	A0D0P07	True	早稻播种面积	2	A0D0P	主要农作物播种面积
1692	1349	7	A0D0P08	True	中稻和一季晚稻播种面积	2	A0D0P	主要农作物播种面积
1693	1350	8	A0D0P09	True	双季晚稻播种面积	2	A0D0P	主要农作物播种面积
1694	1351	9	A0D0P0A	True	小麦播种面积	2	A0D0P	主要农作物播种面积
1695	1352	10	A0D0P0B	True	冬小麦播种面积	2	A0D0P	主要农作物播种面积
1696	1353	11	A0D0P0C	True	春小麦播种面积	2	A0D0P	主要农作物播种面积
1697	1354	12	A0D0P0D	True	玉米播种面积	2	A0D0P	主要农作物播种面积
1698	1355	13	A0D0P0E	True	谷子播种面积	2	A0D0P	主要农作物播种面积
1699	1356	14	A0D0P0F	True	高粱播种面积	2	A0D0P	主要农作物播种面积
1700	1357	15	A0D0P0G	True	其他谷物播种面积	2	A0D0P	主要农作物播种面积
1701	1358	16	A0D0P0H	True	大麦播种面积	2	A0D0P	主要农作物播种面积
1702	1359	17	A0D0P0I	True	豆类播种面积	2	A0D0P	主要农作物播种面积
1703	1360	18	A0D0P0J	True	大豆播种面积	2	A0D0P	主要农作物播种面积
1704	1361	19	A0D0P0K	True	绿豆播种面积	2	A0D0P	主要农作物播种面积
1705	1362	20	A0D0P0L	True	红小豆播种面积	2	A0D0P	主要农作物播种面积
1706	1363	21	A0D0P0M	True	薯类播种面积	2	A0D0P	主要农作物播种面积
1707	1364	22	A0D0P0N	True	马铃薯播种面积	2	A0D0P	主要农作物播种面积
1708	1365	23	A0D0P0O	True	油料播种面积	2	A0D0P	主要农作物播种面积
1709	1366	24	A0D0P0P	True	花生播种面积	2	A0D0P	主要农作物播种面积
1710	1367	25	A0D0P0Q	True	油菜籽播种面积	2	A0D0P	主要农作物播种面积
1711	1368	26	A0D0P0R	True	芝麻播种面积	2	A0D0P	主要农作物播种面积
1712	1369	27	A0D0P0S	True	葵花籽播种面积	2	A0D0P	主要农作物播种面积
1713	1370	28	A0D0P0T	True	胡麻籽播种面积	2	A0D0P	主要农作物播种面积
1714	1371	29	A0D0P0U	True	棉花播种面积	2	A0D0P	主要农作物播种面积
1715	1372	30	A0D0P0V	True	麻类播种面积	2	A0D0P	主要农作物播种面积
1716	1373	31	A0D0P0W	True	黄红麻播种面积	2	A0D0P	主要农作物播种面积
1717	1374	32	A0D0P0X	True	亚麻播种面积	2	A0D0P	主要农作物播种面积
1718	1375	33	A0D0P0Y	True	大麻播种面积	2	A0D0P	主要农作物播种面积
1719	1376	34	A0D0P0Z	True	苎麻播种面积	2	A0D0P	主要农作物播种面积
1720	1377	35	A0D0P10	True	糖料播种面积	2	A0D0P	主要农作物播种面积
1721	1378	36	A0D0P11	True	甘蔗播种面积	2	A0D0P	主要农作物播种面积
1722	1379	37	A0D0P12	True	甜菜播种面积	2	A0D0P	主要农作物播种面积
1723	1380	38	A0D0P13	True	烟叶播种面积	2	A0D0P	主要农作物播种面积
1724	1381	39	A0D0P14	True	烤烟播种面积	2	A0D0P	主要农作物播种面积
1725	1382	40	A0D0P15	True	蔬菜播种面积	2	A0D0P	主要农作物播种面积
1726	1383	41	A0D0P16	True	药材播种面积	2	A0D0P	主要农作物播种面积
1727	1384	42	A0D0P17	True	其他农作物播种面积	2	A0D0P	主要农作物播种面积
1728	1385	43	A0D0P18	True	青饲料播种面积	2	A0D0P	主要农作物播种面积
1729	1386	0	A0D0Q01	True	粮食产量	2	A0D0Q	主要农作物产品产量
1730	1387	1	A0D0Q02	True	夏收粮食产量	2	A0D0Q	主要农作物产品产量
1731	1388	2	A0D0Q03	True	秋粮产量	2	A0D0Q	主要农作物产品产量
1732	1389	3	A0D0Q04	True	谷物产量	2	A0D0Q	主要农作物产品产量
1733	1390	4	A0D0Q05	True	稻谷产量	2	A0D0Q	主要农作物产品产量
1734	1391	5	A0D0Q06	True	早稻产量	2	A0D0Q	主要农作物产品产量
1735	1392	6	A0D0Q07	True	中稻和一季晚稻产量	2	A0D0Q	主要农作物产品产量
1736	1393	7	A0D0Q08	True	双季晚稻产量	2	A0D0Q	主要农作物产品产量
1737	1394	8	A0D0Q09	True	小麦产量	2	A0D0Q	主要农作物产品产量
1738	1395	9	A0D0Q0A	True	冬小麦产量	2	A0D0Q	主要农作物产品产量
1739	1396	10	A0D0Q0B	True	春小麦产量	2	A0D0Q	主要农作物产品产量
1740	1397	11	A0D0Q0C	True	玉米产量	2	A0D0Q	主要农作物产品产量
1741	1398	12	A0D0Q0D	True	谷子产量	2	A0D0Q	主要农作物产品产量
1742	1399	13	A0D0Q0E	True	高粱产量	2	A0D0Q	主要农作物产品产量
1743	1400	14	A0D0Q0F	True	其他谷物产量	2	A0D0Q	主要农作物产品产量
1744	1401	15	A0D0Q0G	True	大麦产量	2	A0D0Q	主要农作物产品产量
1745	1402	16	A0D0Q0H	True	豆类产量	2	A0D0Q	主要农作物产品产量
1746	1403	17	A0D0Q0I	True	绿豆产量	2	A0D0Q	主要农作物产品产量
1747	1404	18	A0D0Q0J	True	红小豆产量	2	A0D0Q	主要农作物产品产量
1748	1405	19	A0D0Q0K	True	大豆产量	2	A0D0Q	主要农作物产品产量
1749	1406	20	A0D0Q0L	True	薯类产量	2	A0D0Q	主要农作物产品产量
1750	1407	21	A0D0Q0M	True	马铃薯产量	2	A0D0Q	主要农作物产品产量
1751	1408	22	A0D0Q0N	True	棉花产量	2	A0D0Q	主要农作物产品产量
1752	1409	23	A0D0Q0O	True	油料产量	2	A0D0Q	主要农作物产品产量
1753	1410	24	A0D0Q0P	True	花生产量	2	A0D0Q	主要农作物产品产量
1754	1411	25	A0D0Q0Q	True	油菜籽产量	2	A0D0Q	主要农作物产品产量
1755	1412	26	A0D0Q0R	True	芝麻产量	2	A0D0Q	主要农作物产品产量
1756	1413	27	A0D0Q0S	True	葵花籽产量	2	A0D0Q	主要农作物产品产量
1757	1414	28	A0D0Q0T	True	胡麻籽产量	2	A0D0Q	主要农作物产品产量
1758	1415	29	A0D0Q0U	True	糖料产量	2	A0D0Q	主要农作物产品产量
1759	1416	30	A0D0Q0V	True	麻类产量	2	A0D0Q	主要农作物产品产量
1760	1417	31	A0D0Q0W	True	黄红麻产量	2	A0D0Q	主要农作物产品产量
1761	1418	32	A0D0Q0X	True	亚麻产量	2	A0D0Q	主要农作物产品产量
1762	1419	33	A0D0Q0Y	True	大麻产量	2	A0D0Q	主要农作物产品产量
1763	1420	34	A0D0Q0Z	True	苎麻产量	2	A0D0Q	主要农作物产品产量
1764	1421	35	A0D0Q10	True	甘蔗产量	2	A0D0Q	主要农作物产品产量
1765	1422	36	A0D0Q11	True	甜菜产量	2	A0D0Q	主要农作物产品产量
1766	1423	37	A0D0Q12	True	烟叶产量	2	A0D0Q	主要农作物产品产量
1767	1424	38	A0D0Q13	True	烤烟产量	2	A0D0Q	主要农作物产品产量
1768	1425	39	A0D0Q14	True	蔬菜产量	2	A0D0Q	主要农作物产品产量
1769	1426	0	A0D0R01	True	粮食单位面积产量	2	A0D0R	主要农作物单位面积产量
1770	1427	1	A0D0R02	True	夏收粮食单位面积产量	2	A0D0R	主要农作物单位面积产量
1771	1428	2	A0D0R03	True	秋粮单位面积产量	2	A0D0R	主要农作物单位面积产量
1772	1429	3	A0D0R04	True	谷物单位面积产量	2	A0D0R	主要农作物单位面积产量
1773	1430	4	A0D0R05	True	稻谷单位面积产量	2	A0D0R	主要农作物单位面积产量
1774	1431	5	A0D0R06	True	早稻单位面积产量	2	A0D0R	主要农作物单位面积产量
1775	1432	6	A0D0R07	True	中稻和一季晚稻单位面积产量	2	A0D0R	主要农作物单位面积产量
1776	1433	7	A0D0R08	True	双季晚稻单位面积产量	2	A0D0R	主要农作物单位面积产量
1777	1434	8	A0D0R09	True	小麦单位面积产量	2	A0D0R	主要农作物单位面积产量
1778	1435	9	A0D0R0A	True	冬小麦单位面积产量	2	A0D0R	主要农作物单位面积产量
1779	1436	10	A0D0R0B	True	春小麦单位面积产量	2	A0D0R	主要农作物单位面积产量
1780	1437	11	A0D0R0C	True	玉米单位面积产量	2	A0D0R	主要农作物单位面积产量
1781	1438	12	A0D0R0D	True	谷子单位面积产量	2	A0D0R	主要农作物单位面积产量
1782	1439	13	A0D0R0E	True	高粱单位面积产量	2	A0D0R	主要农作物单位面积产量
1783	1440	14	A0D0R0F	True	其他谷物单位面积产量	2	A0D0R	主要农作物单位面积产量
1784	1441	15	A0D0R0G	True	大麦单位面积产量	2	A0D0R	主要农作物单位面积产量
1785	1442	16	A0D0R0H	True	豆类单位面积产量	2	A0D0R	主要农作物单位面积产量
1786	1443	17	A0D0R0I	True	大豆单位面积产量	2	A0D0R	主要农作物单位面积产量
1787	1444	18	A0D0R0J	True	绿豆单位面积产量	2	A0D0R	主要农作物单位面积产量
1788	1445	19	A0D0R0K	True	红小豆单位面积产量	2	A0D0R	主要农作物单位面积产量
1789	1446	20	A0D0R0L	True	薯类单位面积产量	2	A0D0R	主要农作物单位面积产量
1790	1447	21	A0D0R0M	True	马铃薯单位面积产量	2	A0D0R	主要农作物单位面积产量
1791	1448	22	A0D0R0N	True	棉花单位面积产量	2	A0D0R	主要农作物单位面积产量
1792	1449	23	A0D0R0O	True	油料单位面积产量	2	A0D0R	主要农作物单位面积产量
1793	1450	24	A0D0R0P	True	花生单位面积产量	2	A0D0R	主要农作物单位面积产量
