	id	name	level	pid	pname	ppid	ppname
1376	A0D0P0Z	苎麻播种面积	2	A0D0P	主要农作物播种面积	A0D	农业
1377	A0D0P10	糖料播种面积	2	A0D0P	主要农作物播种面积	A0D	农业
1378	A0D0P11	甘蔗播种面积	2	A0D0P	主要农作物播种面积	A0D	农业
1379	A0D0P12	甜菜播种面积	2	A0D0P	主要农作物播种面积	A0D	农业
1380	A0D0P13	烟叶播种面积	2	A0D0P	主要农作物播种面积	A0D	农业
1381	A0D0P14	烤烟播种面积	2	A0D0P	主要农作物播种面积	A0D	农业
1382	A0D0P15	蔬菜播种面积	2	A0D0P	主要农作物播种面积	A0D	农业
1383	A0D0P16	药材播种面积	2	A0D0P	主要农作物播种面积	A0D	农业
1384	A0D0P17	其他农作物播种面积	2	A0D0P	主要农作物播种面积	A0D	农业
1385	A0D0P18	青饲料播种面积	2	A0D0P	主要农作物播种面积	A0D	农业
1386	A0D0Q01	粮食产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1387	A0D0Q02	夏收粮食产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1388	A0D0Q03	秋粮产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1389	A0D0Q04	谷物产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1390	A0D0Q05	稻谷产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1391	A0D0Q06	早稻产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1392	A0D0Q07	中稻和一季晚稻产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1393	A0D0Q08	双季晚稻产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1394	A0D0Q09	小麦产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1395	A0D0Q0A	冬小麦产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1396	A0D0Q0B	春小麦产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1397	A0D0Q0C	玉米产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1398	A0D0Q0D	谷子产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1399	A0D0Q0E	高粱产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1400	A0D0Q0F	其他谷物产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1401	A0D0Q0G	大麦产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1402	A0D0Q0H	豆类产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1403	A0D0Q0I	绿豆产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1404	A0D0Q0J	红小豆产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1405	A0D0Q0K	大豆产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1406	A0D0Q0L	薯类产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1407	A0D0Q0M	马铃薯产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1408	A0D0Q0N	棉花产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1409	A0D0Q0O	油料产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1410	A0D0Q0P	花生产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1411	A0D0Q0Q	油菜籽产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1412	A0D0Q0R	芝麻产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1413	A0D0Q0S	葵花籽产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1414	A0D0Q0T	胡麻籽产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1415	A0D0Q0U	糖料产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1416	A0D0Q0V	麻类产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1417	A0D0Q0W	黄红麻产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1418	A0D0Q0X	亚麻产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1419	A0D0Q0Y	大麻产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1420	A0D0Q0Z	苎麻产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1421	A0D0Q10	甘蔗产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1422	A0D0Q11	甜菜产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1423	A0D0Q12	烟叶产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1424	A0D0Q13	烤烟产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1425	A0D0Q14	蔬菜产量	2	A0D0Q	主要农作物产品产量	A0D	农业
1426	A0D0R01	粮食单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1427	A0D0R02	夏收粮食单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1428	A0D0R03	秋粮单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1429	A0D0R04	谷物单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1430	A0D0R05	稻谷单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1431	A0D0R06	早稻单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1432	A0D0R07	中稻和一季晚稻单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1433	A0D0R08	双季晚稻单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1434	A0D0R09	小麦单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1435	A0D0R0A	冬小麦单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1436	A0D0R0B	春小麦单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1437	A0D0R0C	玉米单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1438	A0D0R0D	谷子单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1439	A0D0R0E	高粱单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1440	A0D0R0F	其他谷物单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1441	A0D0R0G	大麦单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1442	A0D0R0H	豆类单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1443	A0D0R0I	大豆单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1444	A0D0R0J	绿豆单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1445	A0D0R0K	红小豆单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1446	A0D0R0L	薯类单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1447	A0D0R0M	马铃薯单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1448	A0D0R0N	棉花单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1449	A0D0R0O	油料单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1450	A0D0R0P	花生单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1451	A0D0R0Q	油菜籽单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1452	A0D0R0R	芝麻单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1453	A0D0R0S	胡麻籽单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1454	A0D0R0T	葵花籽单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1455	A0D0R0U	麻类单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1456	A0D0R0V	黄红麻单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1457	A0D0R0W	大麻单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1458	A0D0R0X	苎麻单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1459	A0D0R0Y	亚麻单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1460	A0D0R0Z	烟叶单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1461	A0D0R10	烤烟单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1462	A0D0R11	糖料单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1463	A0D0R12	甘蔗单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1464	A0D0R13	甜菜单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1465	A0D0R14	蔬菜单位面积产量	2	A0D0R	主要农作物单位面积产量	A0D	农业
1466	A0D0S01	果园面积	2	A0D0S	果园面积	A0D	农业
1467	A0D0S02	香蕉园面积	2	A0D0S	果园面积	A0D	农业
1468	A0D0S03	苹果园面积	2	A0D0S	果园面积	A0D	农业
1469	A0D0S04	柑桔园面积	2	A0D0S	果园面积	A0D	农业
1470	A0D0S05	梨园面积	2	A0D0S	果园面积	A0D	农业
1471	A0D0S06	葡萄园面积	2	A0D0S	果园面积	A0D	农业
1472	A0D0T01	瓜果类面积	2	A0D0T	瓜果类面积	A0D	农业
1473	A0D0T02	西瓜面积	2	A0D0T	瓜果类面积	A0D	农业
1474	A0D0T03	甜瓜面积	2	A0D0T	瓜果类面积	A0D	农业
1475	A0D0T04	草莓播种面积	2	A0D0T	瓜果类面积	A0D	农业
1476	A0D0U01	实有茶园面积	2	A0D0U	茶园面积	A0D	农业
1477	A0D0U02	本年采摘茶园面积	2	A0D0U	茶园面积	A0D	农业
1478	A0D0V01	茶叶产量	2	A0D0V	茶叶、水果产量	A0D	农业
1479	A0D0V02	红茶产量	2	A0D0V	茶叶、水果产量	A0D	农业
1480	A0D0V03	绿茶产量	2	A0D0V	茶叶、水果产量	A0D	农业
1481	A0D0V04	水果产量	2	A0D0V	茶叶、水果产量	A0D	农业
1482	A0D0V05	香蕉产量	2	A0D0V	茶叶、水果产量	A0D	农业
1483	A0D0V06	苹果产量	2	A0D0V	茶叶、水果产量	A0D	农业
1484	A0D0V07	柑桔产量	2	A0D0V	茶叶、水果产量	A0D	农业
1485	A0D0V08	梨产量	2	A0D0V	茶叶、水果产量	A0D	农业
1486	A0D0V09	葡萄产量	2	A0D0V	茶叶、水果产量	A0D	农业
1487	A0D0V0A	菠萝产量	2	A0D0V	茶叶、水果产量	A0D	农业
1488	A0D0V0B	红枣产量	2	A0D0V	茶叶、水果产量	A0D	农业
1489	A0D0V0C	柿子产量	2	A0D0V	茶叶、水果产量	A0D	农业
1490	A0D0V0D	园林水果产量	2	A0D0V	茶叶、水果产量	A0D	农业
1491	A0D0V0E	瓜果类产量	2	A0D0V	茶叶、水果产量	A0D	农业
1492	A0D0V0F	西瓜产量	2	A0D0V	茶叶、水果产量	A0D	农业
1493	A0D0V0G	甜瓜产量	2	A0D0V	茶叶、水果产量	A0D	农业
1494	A0D0V0H	草莓产量	2	A0D0V	茶叶、水果产量	A0D	农业
1495	A0D0W01	瓜类单位面积产量	2	A0D0W	瓜果类单位面积产量	A0D	农业
1496	A0D0W02	西瓜单位面积产量	2	A0D0W	瓜果类单位面积产量	A0D	农业
1497	A0D0W03	甜瓜单位面积产量	2	A0D0W	瓜果类单位面积产量	A0D	农业
1498	A0D0W04	草莓单位面积产量	2	A0D0W	瓜果类单位面积产量	A0D	农业
1499	A0D0X01	木材产量	2	A0D0X	主要林产品产量	A0D	农业
1500	A0D0X02	橡胶产量	2	A0D0X	主要林产品产量	A0D	农业
1501	A0D0X03	松脂产量	2	A0D0X	主要林产品产量	A0D	农业
1502	A0D0X04	生漆产量	2	A0D0X	主要林产品产量	A0D	农业
1503	A0D0X05	油桐籽产量	2	A0D0X	主要林产品产量	A0D	农业
1504	A0D0X06	油茶籽产量	2	A0D0X	主要林产品产量	A0D	农业
1505	A0D0X07	乌桕籽产量	2	A0D0X	主要林产品产量	A0D	农业
1506	A0D0X08	五倍籽产量	2	A0D0X	主要林产品产量	A0D	农业
1507	A0D0X09	棕片产量	2	A0D0X	主要林产品产量	A0D	农业
1508	A0D0X0B	竹笋片产量	2	A0D0X	主要林产品产量	A0D	农业
1509	A0D0X0C	紫胶产量	2	A0D0X	主要林产品产量	A0D	农业
1510	A0D0Y01	大牲畜年底头数	2	A0D0Y	牲畜饲养	A0D	农业
1511	A0D0Y02	牛期末数量	2	A0D0Y	牲畜饲养	A0D	农业
1512	A0D0Y03	马期末数量	2	A0D0Y	牲畜饲养	A0D	农业
1513	A0D0Y04	驴期末数量	2	A0D0Y	牲畜饲养	A0D	农业
1514	A0D0Y05	骡期末数量	2	A0D0Y	牲畜饲养	A0D	农业
1515	A0D0Y06	骆驼期末数量	2	A0D0Y	牲畜饲养	A0D	农业
1516	A0D0Y08	猪年底头数	2	A0D0Y	牲畜饲养	A0D	农业
1517	A0D0Y09	羊年底只数	2	A0D0Y	牲畜饲养	A0D	农业
1518	A0D0Y0A	山羊期末数量	2	A0D0Y	牲畜饲养	A0D	农业
1519	A0D0Y0B	绵羊期末数量	2	A0D0Y	牲畜饲养	A0D	农业
1520	A0D0Z01	猪出栏数量	2	A0D0Z	牲畜出栏量	A0D	农业
1521	A0D0Z02	牛出栏数量	2	A0D0Z	牲畜出栏量	A0D	农业
1522	A0D0Z03	羊出栏数量	2	A0D0Z	牲畜出栏量	A0D	农业
1523	A0D0Z04	家禽出栏量	2	A0D0Z	牲畜出栏量	A0D	农业
1524	A0D1001	肉类产量	2	A0D10	畜产品产量	A0D	农业
1525	A0D1002	猪肉产量	2	A0D10	畜产品产量	A0D	农业
1526	A0D1003	牛肉产量	2	A0D10	畜产品产量	A0D	农业
1527	A0D1004	羊肉产量	2	A0D10	畜产品产量	A0D	农业
1528	A0D1005	牛奶产量	2	A0D10	畜产品产量	A0D	农业
1529	A0D1006	绵羊毛产量	2	A0D10	畜产品产量	A0D	农业
1530	A0D1007	细羊毛产量	2	A0D10	畜产品产量	A0D	农业
1531	A0D1008	半细羊毛产量	2	A0D10	畜产品产量	A0D	农业
1532	A0D1009	山羊毛产量	2	A0D10	畜产品产量	A0D	农业
1533	A0D100A	羊绒产量	2	A0D10	畜产品产量	A0D	农业
1534	A0D100B	禽蛋产量	2	A0D10	畜产品产量	A0D	农业
1535	A0D100C	蜂蜜产量	2	A0D10	畜产品产量	A0D	农业
1536	A0D1101	水产品总产量	2	A0D11	水产品产量	A0D	农业
1537	A0D1102	捕捞产量	2	A0D11	水产品产量	A0D	农业
1538	A0D1103	养殖产量	2	A0D11	水产品产量	A0D	农业
1539	A0D1104	鱼类产量	2	A0D11	水产品产量	A0D	农业
1540	A0D1105	虾蟹类产量	2	A0D11	水产品产量	A0D	农业
1541	A0D1106	贝类产量	2	A0D11	水产品产量	A0D	农业
1542	A0D1107	藻类产量	2	A0D11	水产品产量	A0D	农业
1543	A0D1109	海水产品产量	2	A0D11	水产品产量	A0D	农业
1544	A0D110A	海洋捕捞产量	2	A0D11	水产品产量	A0D	农业
1545	A0D110B	海水养殖产量	2	A0D11	水产品产量	A0D	农业
1546	A0D110C	天然生产海水产品产量	2	A0D11	水产品产量	A0D	农业
1547	A0D110D	人工养殖海水产品产量	2	A0D11	水产品产量	A0D	农业
1548	A0D110E	鱼类海水产品产量	2	A0D11	水产品产量	A0D	农业
1549	A0D110F	虾蟹类海水产品产量	2	A0D11	水产品产量	A0D	农业
1550	A0D110G	贝类海水产品产量	2	A0D11	水产品产量	A0D	农业
1551	A0D110H	藻类海水产品产量	2	A0D11	水产品产量	A0D	农业
1552	A0D110J	淡水产品产量	2	A0D11	水产品产量	A0D	农业
1553	A0D110K	淡水捕捞产量	2	A0D11	水产品产量	A0D	农业
1554	A0D110L	淡水养殖产量	2	A0D11	水产品产量	A0D	农业
1555	A0D110M	天然生产淡水产品产量	2	A0D11	水产品产量	A0D	农业
1556	A0D110N	人工养殖淡水产品产量	2	A0D11	水产品产量	A0D	农业
1557	A0D110O	鱼类淡水产品产量	2	A0D11	水产品产量	A0D	农业
1558	A0D110P	虾蟹类淡水产品产量	2	A0D11	水产品产量	A0D	农业
1559	A0D110Q	贝类淡水产品产量	2	A0D11	水产品产量	A0D	农业
1560	A0D1201	农村居民人均粮食出售量	2	A0D12	农村居民家庭平均每人出售主要农产品	A0D	农业
1561	A0D1202	农村居民人均棉花出售量	2	A0D12	农村居民家庭平均每人出售主要农产品	A0D	农业
1562	A0D1203	农村居民人均油料出售量	2	A0D12	农村居民家庭平均每人出售主要农产品	A0D	农业
1563	A0D1204	农村居民人均麻类出售量	2	A0D12	农村居民家庭平均每人出售主要农产品	A0D	农业
1564	A0D1205	农村居民人均烟叶出售量	2	A0D12	农村居民家庭平均每人出售主要农产品	A0D	农业
1565	A0D1206	农村居民人均蔬菜出售量	2	A0D12	农村居民家庭平均每人出售主要农产品	A0D	农业
1566	A0D1207	农村居民人均水果出售量	2	A0D12	农村居民家庭平均每人出售主要农产品	A0D	农业
1567	A0D1301	农村居民人均猪肉出售量	2	A0D13	农村居民家庭平均每人出售主要畜产品及水产品	A0D	农业
1568	A0D1302	农村居民人均羊肉出售量	2	A0D13	农村居民家庭平均每人出售主要畜产品及水产品	A0D	农业
1569	A0D1303	农村居民人均牛肉出售量	2	A0D13	农村居民家庭平均每人出售主要畜产品及水产品	A0D	农业
1570	A0D1304	农村居民人均家禽出售量	2	A0D13	农村居民家庭平均每人出售主要畜产品及水产品	A0D	农业
1571	A0D1305	农村居民人均蛋类出售量	2	A0D13	农村居民家庭平均每人出售主要畜产品及水产品	A0D	农业
1572	A0D1306	农村居民人均牛羊奶出售量	2	A0D13	农村居民家庭平均每人出售主要畜产品及水产品	A0D	农业
1573	A0D1307	农村居民人均蚕茧出售量	2	A0D13	农村居民家庭平均每人出售主要畜产品及水产品	A0D	农业
1574	A0D1308	农村居民人均水产品出售量	2	A0D13	农村居民家庭平均每人出售主要畜产品及水产品	A0D	农业
1575	A0D1401	人均粮食产量	2	A0D14	按人口平均的主要农产品产量	A0D	农业
1576	A0D1402	人均棉花产量	2	A0D14	按人口平均的主要农产品产量	A0D	农业
1577	A0D1403	人均油料产量	2	A0D14	按人口平均的主要农产品产量	A0D	农业
1578	A0D1404	人均糖料产量	2	A0D14	按人口平均的主要农产品产量	A0D	农业
1579	A0D1405	人均水果产量	2	A0D14	按人口平均的主要农产品产量	A0D	农业
1580	A0D1406	人均园林水果产量	2	A0D14	按人口平均的主要农产品产量	A0D	农业
1581	A0D1407	人均瓜果类产量	2	A0D14	按人口平均的主要农产品产量	A0D	农业
1582	A0D1408	人均蔬菜产量	2	A0D14	按人口平均的主要农产品产量	A0D	农业
1583	A0D1501	劳均粮食产量	2	A0D15	平均每一农业劳动力生产的主要农产品	A0D	农业
1584	A0D1502	劳均棉花产量	2	A0D15	平均每一农业劳动力生产的主要农产品	A0D	农业
1585	A0D1503	劳均油料产量	2	A0D15	平均每一农业劳动力生产的主要农产品	A0D	农业
1586	A0D1504	劳均糖料产量	2	A0D15	平均每一农业劳动力生产的主要农产品	A0D	农业
1587	A0D1505	劳均水果产量	2	A0D15	平均每一农业劳动力生产的主要农产品	A0D	农业
1588	A0D1506	劳均园林水果产量	2	A0D15	平均每一农业劳动力生产的主要农产品	A0D	农业
1589	A0D1507	劳均瓜果类产量	2	A0D15	平均每一农业劳动力生产的主要农产品	A0D	农业
1590	A0D1508	劳均蔬菜产量	2	A0D15	平均每一农业劳动力生产的主要农产品	A0D	农业
1591	A0D1701	水产品养殖面积	2	A0D17	水产养殖面积	A0D	农业
1592	A0D1702	内陆养殖面积	2	A0D17	水产养殖面积	A0D	农业
1593	A0D1703	海水养殖面积	2	A0D17	水产养殖面积	A0D	农业
1594	A0D1704	浅海养殖面积	2	A0D17	水产养殖面积	A0D	农业
1595	A0D1705	滩涂养殖面积	2	A0D17	水产养殖面积	A0D	农业
1596	A0D1706	陆基养殖面积	2	A0D17	水产养殖面积	A0D	农业
1597	A0D1707	池塘养殖面积	2	A0D17	水产养殖面积	A0D	农业
1598	A0D1708	湖泊养殖面积	2	A0D17	水产养殖面积	A0D	农业
1599	A0D1709	河沟养殖面积	2	A0D17	水产养殖面积	A0D	农业
1600	A0D170A	水库养殖面积	2	A0D17	水产养殖面积	A0D	农业
1601	A0D170B	其他养殖面积	2	A0D17	水产养殖面积	A0D	农业
1602	A0D1801	受灾面积	2	A0D18	受灾和成灾面积	A0D	农业
1603	A0D1802	水灾受灾面积	2	A0D18	受灾和成灾面积	A0D	农业
1604	A0D1803	旱灾受灾面积	2	A0D18	受灾和成灾面积	A0D	农业
1605	A0D1804	风雹灾受灾面积	2	A0D18	受灾和成灾面积	A0D	农业
1606	A0D1805	冷冻灾受灾面积	2	A0D18	受灾和成灾面积	A0D	农业
1607	A0D1806	成灾面积	2	A0D18	受灾和成灾面积	A0D	农业
1608	A0D1807	水灾成灾面积	2	A0D18	受灾和成灾面积	A0D	农业
1609	A0D1808	旱灾成灾面积	2	A0D18	受灾和成灾面积	A0D	农业
1610	A0D1809	风雹灾成灾面积	2	A0D18	受灾和成灾面积	A0D	农业
1611	A0D180A	冷冻灾成灾面积	2	A0D18	受灾和成灾面积	A0D	农业
1612	A0E0101	规模以上工业企业单位数	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1613	A0E0102	规模以上工业企业亏损企业单位数	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1614	A0E0103	规模以上工业企业实收资本	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1615	A0E0104	规模以上工业企业国家资本金	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1616	A0E0105	规模以上工业企业集体资本金	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1617	A0E0106	规模以上工业企业法人资本金	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1618	A0E0107	规模以上工业企业个人资本金	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1619	A0E0108	规模以上工业企业港澳台资本金	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1620	A0E0109	规模以上工业企业外商资本金	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1621	A0E010A	规模以上工业企业流动资产合计	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1622	A0E010B	规模以上工业企业应收账款净额	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1623	A0E010C	规模以上工业企业存货	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1624	A0E010D	规模以上工业企业产成品	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1625	A0E010E	规模以上工业企业固定资产合计	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1626	A0E010F	规模以上工业企业固定资产原价合计	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1627	A0E010G	规模以上工业企业累计折旧	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1628	A0E010H	规模以上工业企业资产总计	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1629	A0E010I	规模以上工业企业流动负债合计	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1630	A0E010J	规模以上工业企业应付帐款	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1631	A0E010K	规模以上工业企业负债合计	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1632	A0E010L	规模以上工业企业所有者权益合计	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1633	A0E010M	规模以上工业企业主营业务收入	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1634	A0E010N	规模以上工业企业主营业务成本	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1635	A0E010O	规模以上工业企业销售费用	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1636	A0E010P	规模以上工业企业主营业务税金及附加	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1637	A0E010Q	规模以上工业企业管理费用	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1638	A0E010R	规模以上工业企业财务费用	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1639	A0E010S	规模以上工业企业利息支出	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1640	A0E010T	规模以上工业企业营业利润	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1641	A0E010U	规模以上工业企业利润总额	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1642	A0E010V	规模以上工业亏损企业亏损总额	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1643	A0E010W	规模以上工业企业应交所得税	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1644	A0E010X	规模以上工业企业本年应交增值税	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1645	A0E010Y	规模以上工业企业工业销售产值(现价)	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1646	A0E010Z	规模以上工业企业出口交货值	2	A0E01	规模以上工业企业主要经济指标	A0E	工业
1647	A0E0201	国有控股工业企业单位数	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1648	A0E0202	国有控股工业企业亏损企业单位数	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1649	A0E0203	国有控股工业企业实收资本	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1650	A0E0204	国有控股工业企业国家资本金	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1651	A0E0205	国有控股工业企业集体资本金	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1652	A0E0206	国有控股工业企业法人资本金	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1653	A0E0207	国有控股工业企业个人资本金	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1654	A0E0208	国有控股工业企业港澳台资本金	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1655	A0E0209	国有控股工业企业外商资本金	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1656	A0E020A	国有控股工业企业流动资产合计	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1657	A0E020B	国有控股工业企业应收账款净额	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1658	A0E020C	国有控股工业企业存货	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1659	A0E020D	国有控股工业企业产成品	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1660	A0E020E	国有控股工业企业固定资产合计	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1661	A0E020F	国有控股工业企业固定资产原价合计	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1662	A0E020G	国有控股工业企业累计折旧	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1663	A0E020H	国有控股工业企业资产总计	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1664	A0E020I	国有控股工业企业流动负债合计	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1665	A0E020J	国有控股工业企业应付帐款	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1666	A0E020K	国有控股工业企业负债合计	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1667	A0E020L	国有控股工业企业所有者权益合计	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1668	A0E020M	国有控股工业企业主营业务收入	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1669	A0E020N	国有控股工业企业主营业务成本	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1670	A0E020O	国有控股工业企业销售费用	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1671	A0E020P	国有控股工业企业主营业务税金及附加	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1672	A0E020Q	国有控股工业企业管理费用	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1673	A0E020R	国有控股工业企业财务费用	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1674	A0E020S	国有控股工业企业利息支出	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1675	A0E020T	国有控股工业企业营业利润	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1676	A0E020U	国有控股工业企业利润总额	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
1677	A0E020V	国有控股工业亏损企业亏损总额	2	A0E02	国有控股工业企业主要经济指标	A0E	工业
