WEO Country Group Code	WEO Subject Code	Country Group Name	Subject Descriptor	Subject Notes	Units	Scale	Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	Estimates Start After
200	PCOFFROB	Emerging market and developing economies	Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound		U.S. cents	Units																																															
200	PCOCO	Emerging market and developing economies	Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne		U.S. dollars	Units																																															
200	PTEA	Emerging market and developing economies	Tea, Mombasa, Kenya, Auction Price, US cents per kilogram		U.S. cents	Units																																															
200	PRAWMW	Emerging market and developing economies	Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices		Index, 2005=100																																																
200	PTIMBW	Emerging market and developing economies	Commodity Timber Index includes Hardwood and Softwood Price Indices		Index, 2005=100																																																
200	PHARDW	Emerging market and developing economies	Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices		Index, 2005=100																																																
200	PLOGSK	Emerging market and developing economies	Hard Logs, Best quality Malaysian meranti, import price Japan, US$ per cubic meter		U.S. dollars	Units																																															
200	PSAWMAL	Emerging market and developing economies	Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter		U.S. dollars	Units																																															
200	PSOFTW	Emerging market and developing economies	Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices		Index, 2005=100																																																
200	PLOGORE	Emerging market and developing economies	Soft Logs, Average Export price from the U.S. for Douglas Fir, US$ per cubic meter		U.S. dollars	Units																																															
200	PSAWORE	Emerging market and developing economies	Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter		U.S. dollars	Units																																															
200	PCOTTIND	Emerging market and developing economies	Cotton, Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool, US cents per pound		U.S. cents	Units																																															
200	PWOOLW	Emerging market and developing economies	Commodity Wool Index includes Coarse and Fine Wool Price Indices		Index, 2005=100																																																
200	PWOOLF	Emerging market and developing economies	Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram		U.S. cents	Units																																															
200	PWOOLC	Emerging market and developing economies	Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram		U.S. cents	Units																																															
200	PRUBB	Emerging market and developing economies	Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound		U.S. cents	Units																																															
200	PHIDE	Emerging market and developing economies	Hides, Heavy native steers, over 53 pounds, wholesale dealer`s price, US cents per pound		U.S. cents	Units																																															
200	PMETAW	Emerging market and developing economies	Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices		Index, 2005=100																																																
200	PCOPP	Emerging market and developing economies	Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric tonne		U.S. dollars	Units																																															
200	PALUM	Emerging market and developing economies	Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric tonne		U.S. dollars	Units																																															
200	PIORECR	Emerging market and developing economies	Iron Ore, China import Iron Ore Fines 62% FE spot (CFR Tianjin port) US$ per metric ton		U.S. dollars	Units																																															
200	PTIN	Emerging market and developing economies	Tin, standard grade, LME spot price, US$ per metric tonne		U.S. dollars	Units																																															
200	PNICK	Emerging market and developing economies	Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne		U.S. dollars	Units																																															
200	PZINC	Emerging market and developing economies	Zinc, high grade 98% pure, US$ per metric tonne		U.S. dollars	Units																																															
200	PLEAD	Emerging market and developing economies	Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric tonne		U.S. dollars	Units																																															
200	PURAN	Emerging market and developing economies	Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound		U.S. dollars	Units																																															
505	NGDP_RPCH	Emerging and developing Asia	Gross domestic product, constant prices		Percent change			6.406	5.858	5.1	7.03	7.545	6.685	6.226	7.221	9.421	6.286	5.874	6.186	8.874	9.093	9.333	8.911	8.418	6.132	2.818	6.523	6.501	6.057	6.687	8.313	8.478	9.302	10.121	11.238	7.295	7.606	9.62	7.851	6.992	6.904	6.811	6.775	6.72	6.593	6.396	5.924	5.974	6.16	6.068	6.024	5.95	
505	NGDP_RPCHMK	Emerging and developing Asia	Gross domestic product, constant prices		Percent change (market exchange rates)																																																
505	NGDPD	Emerging and developing Asia	Gross domestic product, current prices		U.S. dollars	Billions		759.102	755.249	769.515	812.931	848.556	832.536	851.369	930.623	1,045.61	1,117.71	1,120.76	1,128.84	1,278.28	1,449.01	1,511.35	1,807.51	2,047.10	2,126.58	1,970.19	2,164.01	2,324.39	2,453.74	2,689.76	3,069.34	3,561.68	4,113.56	4,878.57	6,176.46	7,437.97	8,087.64	9,745.29	11,625.65	12,823.15	14,012.94	15,133.08	15,847.66	16,160.82	17,579.64	19,133.35	20,318.04	21,955.58	23,838.50	25,836.39	27,978.43	30,289.20	
505	PPPGDP	Emerging and developing Asia	Gross domestic product, current prices		Purchasing power parity; international dollars	Billions		1,183.95	1,371.70	1,529.80	1,700.23	1,888.43	2,084.96	2,258.29	2,482.80	2,810.99	3,103.24	3,406.55	3,734.34	4,151.43	4,629.58	5,165.74	5,742.39	6,338.34	6,836.15	7,105.77	7,674.11	8,354.03	9,049.39	9,801.96	10,810.31	12,038.11	13,559.71	15,372.02	17,542.34	19,175.23	20,773.38	23,031.97	25,348.62	27,638.10	30,059.70	32,695.14	35,269.70	38,024.85	41,292.64	45,001.44	48,514.48	52,429.64	56,804.18	61,454.18	66,454.85	71,820.71	
505	NGDP_D	Emerging and developing Asia	Gross domestic product, deflator		Index, 2000=100																																																
505	NGDPRPPPPC	Emerging and developing Asia	Gross domestic product per capita, constant prices		Purchasing power parity; 2011 international dollar	Units		1,302.96	1,354.49	1,395.88	1,467.08	1,545.26	1,623.85	1,691.87	1,774.66	1,905.04	1,987.75	2,069.17	2,158.47	2,308.62	2,474.14	2,660.78	2,853.06	3,045.35	3,182.20	3,175.23	3,336.02	3,506.28	3,671.38	3,868.69	4,141.18	4,440.48	4,798.49	5,224.78	5,746.97	6,101.40	6,494.99	7,048.20	7,522.47	7,968.00	8,434.97	8,921.66	9,434.51	9,969.33	10,525.16	11,098.85	11,653.77	12,243.07	12,886.45	13,553.52	14,251.15	14,976.31	
505	PPPPC	Emerging and developing Asia	Gross domestic product per capita, current prices		Purchasing power parity; international dollars	Units		561.368	638.779	698.973	763.396	833.093	903.154	959.928	1,031.80	1,146.67	1,243.36	1,342.73	1,448.06	1,584.08	1,737.88	1,908.88	2,089.75	2,271.44	2,414.43	2,436.26	2,596.59	2,790.12	2,985.58	3,195.80	3,484.42	3,836.84	4,275.32	4,796.02	5,417.07	5,863.01	6,288.81	6,903.98	7,522.47	8,120.84	8,747.58	9,423.55	10,069.00	10,749.96	11,563.05	12,490.39	13,348.67	14,302.02	15,364.30	16,483.68	17,678.99	18,952.52	
505	NGAP_NPGDP	Emerging and developing Asia	Output gap		Percent of potential GDP																																																
505	PPPSH	Emerging and developing Asia	Gross domestic product based on purchasing-power-parity (PPP) share of world total	These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, "Purchasing Power Parity Based Weights for the World Economic Outlook," in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.	Percent			8.922	9.287	9.725	10.143	10.417	10.765	11.043	11.408	11.94	12.235	12.437	12.878	12.565	13.42	14.241	14.962	15.629	15.929	15.933	16.394	16.658	17.242	17.865	18.588	19.146	19.955	20.844	21.976	22.902	24.716	25.727	26.643	27.633	28.57	29.481	30.458	31.469	32.335	33.227	34.199	35.062	35.958	36.844	37.718	38.581	
505	NID_NGDP	Emerging and developing Asia	Investment		Percent of GDP			28.965	29.518	28.784	28.472	28.237	30.559	28.976	29.439	31.703	32.71	32.298	32.49	33.957	35.381	34.332	34.903	34.101	33.052	29.978	29.013	29.575	30.978	31.501	34.022	36.622	36.447	36.301	37.35	38.531	40.627	42.004	42.959	42.689	42.305	42.07	40.514	39.646	40.072	40.556	39.528	39.045	38.717	38.405	38.053	37.652	
505	NGSD_NGDP	Emerging and developing Asia	Gross national savings		Percent of GDP			23.555	23.796	23.934	23.766	24.071	24.528	24.294	25.883	27.019	28.14	29.978	29.518	29.751	32.32	32.462	32.547	32.322	32.77	32.247	30.629	30.964	32.234	33.389	36.318	38.787	39.466	41.429	43.307	44.215	44.005	44.457	43.867	43.699	43.066	43.572	42.458	41.027	41.048	40.431	39.92	39.245	38.802	38.363	37.879	37.402	
505	PCPIPCH	Emerging and developing Asia	Inflation, average consumer prices		Percent change			n/a	10.87	7.921	8.602	8.818	8.899	9.999	10.394	14.187	11.139	7.877	9.681	8.146	10.128	14.407	12.02	8.115	4.739	10.631	3.945	1.99	3.264	2.532	3.02	4.214	3.96	4.549	5.478	7.55	3.123	5.325	6.524	4.579	4.618	3.428	2.665	2.775	2.421	2.636	2.708	2.962	3.192	3.247	3.292	3.299	
505	PCPIEPCH	Emerging and developing Asia	Inflation, end of period consumer prices		Percent change			n/a	n/a	n/a	n/a	n/a	8.115	6.604	7.438	15.433	7.57	10.649	9.516	7.171	12.199	14.915	9.414	7.506	4.915	10.501	1.305	2.965	3.07	2.617	3.762	3.742	4.641	4.68	6.584	4.797	4.236	5.969	5.372	4.603	4.313	3.02	2.665	2.622	2.746	2.252	2.779	2.987	3.192	3.246	3.293	3.299	
505	FLIBOR3	Emerging and developing Asia	Three-month London interbank offered rate (LIBOR)		Percent																																																
505	TRADEPCH	Emerging and developing Asia	Trade volume of goods and services		Percent change																																																
505	TM_RPCH	Emerging and developing Asia	Volume of imports of goods and services		Percent change			9.542	13.426	2.48	6.629	-3.455	-3.522	-0.381	12.862	7.849	17.664	16.716	7.411	10.328	10.282	20.417	20.098	6.243	3.337	-5.979	2.975	20.16	3.366	12.339	17.925	20.877	13.221	12.711	12.913	7.608	-2.72	19.604	11.934	5.859	6.383	5.936	0.496	4.825	9.399	7.658	0.25	4.653	6.012	6.2	6.112	5.942	
505	TMG_RPCH	Emerging and developing Asia	Volume of imports of goods		Percent change			7.59	15.963	4.497	9.104	-3.136	-4.088	2.277	11.935	16.083	15.807	17.219	7.017	9.606	9.483	21.983	19.234	6.1	2.367	-6.802	3.873	18.329	4.174	12.654	19.657	20.135	12.44	12.002	12.594	8.489	-3.465	19.263	12.209	5.599	6.089	3.822	0.254	5.049	9.974	7.488	-0.118	5.119	5.796	6.102	6.132	6.027	
505	TX_RPCH	Emerging and developing Asia	Volume of exports of goods and services		Percent change			8.139	-7.942	-3.916	7.961	10.362	-1.261	10.062	6.187	15.246	14.802	8.206	12.845	11.678	9.806	15.528	14.379	4.297	10.103	6.058	0.681	18.864	3.145	14.627	18.624	21.537	17.193	19.003	15.158	7.777	-9	22.84	10.384	4.307	6.994	4.425	-1.298	2.837	9.614	4.746	2.811	4.133	5.1	5.407	5.529	5.525	
505	TXG_RPCH	Emerging and developing Asia	Volume of exports of goods		Percent change			5.567	-9.587	-2.954	7.782	11.525	-1.956	9.458	14.193	9.649	14.119	7.808	13.947	13.227	9.832	15.937	13.487	4.954	12.862	10.555	2.608	20.581	3.303	14.674	20.221	19.559	16.722	18.61	14.052	6.652	-9.446	23.734	10.392	5.056	7.714	4.617	-1.693	2.94	9.396	4.666	2.477	4.036	5.106	5.379	5.522	5.494	
505	TTPCH	Emerging and developing Asia	Terms of trade of goods and services		Percent change			-0.578	15.509	1.424	-1.835	2.482	-2.167	-11.319	5.744	-6.004	1.509	1.73	-0.256	0.921	0.061	1.165	2.199	2.004	-2.043	-0.255	1.399	-1.233	-0.737	-1.138	-1.454	-1.639	-0.563	-0.483	-0.154	-2.23	2.874	-4.8	-2.71	1.462	0.824	2.001	6.623	-0.151	-3.089	-1.332	0.022	-0.207	0.263	0.144	-0.051	0.056	
505	TTTPCH	Emerging and developing Asia	Terms of trade of goods		Percent change			-2.868	18.227	2.022	-0.634	2.818	-1.078	-10.759	-0.083	4.076	0.915	-0.99	-1.05	-1.161	-0.01	1.738	1.432	0.395	-2.737	-0.557	-5.063	-2.352	-0.69	-1.319	-1.627	-2.625	-0.577	-0.457	-0.105	-1.913	3.063	-6.505	-2.704	1.491	1.07	2.432	8.457	0.024	-3.382	-2.158	0.114	0.337	0.039	-0.007	-0.056	0.073	
505	TXGM_D	Emerging and developing Asia	Export price of manufactures		U.S. dollars; index, 2000=100																																																
505	TXGM_DPCH	Emerging and developing Asia	Export price of manufactures		U.S. dollars; annual percent change																																																
505	LUR	Emerging and developing Asia	Unemployment rate		Percent of total labor force																																																
505	LE	Emerging and developing Asia	Employment		Index, 2000=100																																																
505	GGR_NGDP	Emerging and developing Asia	General government revenue	Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17.948	17.439	16.316	15.057	14.795	14.57	14.412	14.484	13.911	14.653	14.967	16.122	16.548	16.946	17.362	17.745	18.368	19.144	21.45	21.745	22.277	24.173	25.053	25.143	25.318	25.756	25.346	25.228	26.114	25.735	25.913	25.675	25.501	25.31	25.13	
505	GGX_NGDP	Emerging and developing Asia	General government total expenditure	Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17.331	17.351	15.964	15.619	16.605	17.344	18.668	18.94	20.461	21.084	20.928	20.297	20.15	20.237	20.256	23.05	25.071	24.44	25.777	26.713	27.014	27.263	29.07	29.296	29.358	30.77	31.445	31.736	31.402	31.244	31.019	30.78	
505	GGXCNL_NGDP	Emerging and developing Asia	General government net lending/borrowing	Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-2.275	-2.556	-1.395	-1.207	-2.12	-3.433	-4.015	-3.987	-4.339	-4.535	-3.982	-2.934	-2.405	-1.869	-1.112	-1.6	-3.326	-2.163	-1.605	-1.66	-1.871	-1.945	-3.315	-3.95	-4.13	-4.656	-5.71	-5.823	-5.727	-5.743	-5.709	-5.65	
505	GGSB_NPGDP	Emerging and developing Asia	General government structural balance		Percent of potential GDP																																																
505	GGXONLB_NGDP	Emerging and developing Asia	General government primary net lending/borrowing	Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.833	-0.876	-0.24	-0.042	-0.504	-1.476	-1.906	-2.119	-2.328	-2.584	-2.086	-1.195	-0.694	-0.214	0.431	-0.225	-1.966	-0.845	-0.325	-0.452	-0.657	-0.696	-2.065	-2.516	-2.518	-2.986	-3.934	-4.015	-3.871	-3.83	-3.743	-3.641	
505	GGXWDN_NGDP	Emerging and developing Asia	General government net debt	Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.	Percent of GDP																																																
505	GGXWDG_NGDP	Emerging and developing Asia	General government gross debt	Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	43.539	43.978	44.609	44.952	43.834	42.035	39.308	40.23	36.787	41.532	40.115	39.555	39.574	41.308	43.349	44.546	46.772	48.823	51.514	55.148	58.825	61.84	64.594	67.057	69.264	
505	BCA	Emerging and developing Asia	Current account balance	Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income. Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.	U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11.94	54.533	44.718	42.808	40.542	62.153	84.028	91.34	142.406	272.452	396.308	425.152	273.687	235.632	98.016	120.644	98.829	229.305	309.362	226.91	175.167	-20.134	82.622	47.57	24.216	-6.203	-43.337	-70.211	
505	BCA_NGDPD	Emerging and developing Asia	Current account balance		Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.561	2.776	2.066	1.842	1.652	2.311	2.738	2.565	3.462	5.585	6.416	5.716	3.384	2.418	0.843	0.941	0.705	1.515	1.952	1.404	0.996	-0.105	0.407	0.217	0.102	-0.024	-0.155	-0.232	
505	BM	Emerging and developing Asia	Imports of goods and services		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	527.883	451.749	485.495	604.337	603.116	683.784	847.096	1,116.12	1,325.71	1,559.19	1,884.02	2,263.88	2,014.30	2,676.91	3,360.87	3,555.81	3,722.00	3,841.00	3,466.96	3,419.91	3,933.45	4,476.36	4,469.82	4,683.00	n/a	n/a	n/a	n/a	
505	BX	Emerging and developing Asia	Exports of goods and services		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	536.481	512.131	537.212	652.802	646.251	738.447	907.697	1,180.08	1,442.14	1,781.39	2,187.70	2,570.87	2,208.78	2,862.26	3,449.42	3,651.35	3,873.93	4,018.59	3,793.49	3,668.24	4,097.40	4,474.24	4,580.80	4,764.97	n/a	n/a	n/a	n/a	
505	BF	Emerging and developing Asia	Financial account balance		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-19.283	35.127	27.412	24.545	32.33	66.809	88.574	98.664	163.154	271.087	406.995	465.646	212.866	155.519	61.912	13.405	37.169	152.764	75.362	-24.53	-63.791	-203.987	92.971	52.374	n/a	n/a	n/a	n/a	
505	BFD	Emerging and developing Asia	Direct investment, net		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-60.84	-57.152	-54.319	-45.553	-46.616	-58.802	-59.795	-74.049	-112.475	-125.154	-170.649	-150.64	-114.042	-223.108	-276.658	-220.039	-271.274	-201.278	-139.466	-25.717	-103.268	-182.95	-178.586	-191.822	n/a	n/a	n/a	n/a	
505	BFP	Emerging and developing Asia	Portfolio investment, net		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-13.41	9.91	6.117	7.27	18.327	10.398	-26.545	-43.127	-17.277	44.208	-59.208	6.032	-66.994	-93.273	-57.944	-115.554	-64.835	-124.352	81.642	30.972	-69.713	-101.308	5.226	35.838	n/a	n/a	n/a	n/a	
505	BFF	Emerging and developing Asia	Financial derivatives, net		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.193	-0.267	1.477	-2.001	0.743	0.747	-4.589	2.264	4.727	-1.298	-0.867	n/a	n/a	n/a	n/a	
505	BFO	Emerging and developing Asia	Other investment, net		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	24.21	55.46	45.237	49.525	-1.749	8.116	19.952	-28.696	12.511	-14.213	18.392	111.141	-64.634	-99.36	-29.76	209.471	-72.877	281.881	461.466	356.801	-88.278	53.045	191.199	139.487	n/a	n/a	n/a	n/a	
505	BFRA	Emerging and developing Asia	Change in reserves		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	31.992	27.766	31.548	14.703	62.439	106.714	155.419	244.94	280.085	366.293	618.845	497.472	461.389	572.957	428.568	140.28	444.946	193.307	-329.987	-382.151	197.058	23.64	77.275	70.958	n/a	n/a	n/a	n/a	
505	D	Emerging and developing Asia	External debt, total		U.S. dollars	Billions		97.591	112.825	122.703	136.873	149.808	171.826	198.221	229.163	248.6	263.709	309.726	336.081	370.791	424.788	478.173	532.988	568.564	619.238	668.48	666.481	628.692	667.243	672.509	701.53	783.355	819.047	919.954	1,087.13	1,149.82	1,327.53	1,716.71	2,145.71	2,416.17	2,881.76	3,212.06	2,819.62	2,874.73	3,374.23	3,622.77	3,878.99	4,149.23	n/a	n/a	n/a	n/a	
505	D_NGDPD	Emerging and developing Asia	External debt, total		Percent of GDP			13.275	15.56	16.713	18.348	19.451	22.155	25.253	26.511	25.243	25.141	29.515	30.57	30.683	29.658	31.494	29.943	28.039	37.871	31.712	30.261	28.794	27.595	25.03	22.691	22.084	20.002	18.479	17.327	16.276	16.044	17.286	18.634	18.861	20.994	21.506	18.483	18.318	18.95	19.435	19.165	18.925	n/a	n/a	n/a	n/a	
505	D_BX	Emerging and developing Asia	External debt, total		Percent of exports of goods and services			132.057	151.031	172.875	187.286	181.684	219.228	252.581	231.976	206.428	186.134	187.78	178.979	168.579	169.387	159.282	143.444	140.962	116.124	128.704	124.753	96.965	103.94	91.61	77.721	66.712	57.076	51.895	49.894	44.919	60.309	60.175	62.442	66.419	74.63	80.17	74.466	78.488	82.477	81.102	84.786	87.224	n/a	n/a	n/a	n/a	
505	DS	Emerging and developing Asia	External debt, total debt service		U.S. dollars	Billions		10.033	14.162	18.699	20.053	25.187	30.286	34.183	37.219	40.674	47.137	47.132	59.496	71.817	79.042	93.78	127.684	148.123	166.128	179.752	163.224	151.235	156.159	251.14	258.927	247.591	320.297	360.934	416.442	500.165	530.21	642.453	934.073	1,244.16	1,427.50	1,829.99	1,981.66	1,544.75	1,547.58	1,879.35	2,080.61	2,213.17	n/a	n/a	n/a	n/a	
505	DS_NGDPD	Emerging and developing Asia	External debt, total debt service		Percent of GDP			1.368	1.964	2.552	2.659	3.313	3.843	4.352	4.061	4.063	4.656	4.525	5.417	5.97	5.564	6.17	7.202	7.338	10.63	8.451	7.465	6.922	6.431	9.326	8.396	6.968	7.773	7.244	6.596	6.896	6.476	6.463	8.046	9.694	10.282	12.201	13.028	9.925	8.636	10.14	10.262	10.082	n/a	n/a	n/a	n/a	
505	DS_BX	Emerging and developing Asia	External debt, total debt service		Percent of exports of goods and services			14.133	17.489	24.179	24.749	26.503	31.567	36.096	33.442	30.75	27.575	27.117	30.329	29.079	28.549	27.827	34.306	39.348	31.219	35.308	30.621	23.362	24.364	34.26	28.728	21.111	22.345	20.379	19.128	19.557	24.106	22.537	27.203	34.228	36.995	45.708	52.372	42.207	37.854	42.101	45.508	46.557	n/a	n/a	n/a	n/a	
505	DSI	Emerging and developing Asia	External debt, total debt service, interest		U.S. dollars	Billions		4.15	5.923	7.392	7.528	9.252	10.004	10.845	12.127	13.276	14.616	12.267	16.988	18.534	19.045	22.271	26.252	28.903	26.454	31.751	30.146	30.914	30.079	27.35	27.414	27.957	33.657	37.492	46.495	49.357	49.878	57.532	75.328	90.752	107.308	127.309	123.057	115.533	138.84	172.387	193.654	208.153	n/a	n/a	n/a	n/a	
505	DSI_NGDPD	Emerging and developing Asia	External debt, total debt service, interest		Percent of GDP			0.547	0.784	0.961	0.926	1.09	1.202	1.274	1.303	1.27	1.308	1.095	1.505	1.45	1.314	1.474	1.452	1.412	1.244	1.612	1.393	1.33	1.226	1.017	0.893	0.785	0.818	0.769	0.753	0.664	0.617	0.59	0.648	0.708	0.766	0.841	0.776	0.715	0.79	0.901	0.953	0.948	n/a	n/a	n/a	n/a	
505	DSI_BX	Emerging and developing Asia	External debt, total debt service, interest		Percent of exports of goods and services			6.141	7.372	10.109	10.453	11.437	13.118	13.718	12.665	11.376	10.656	7.302	8.962	7.42	6.783	6.601	6.498	6.518	4.973	6.238	5.656	4.776	4.694	3.731	3.042	2.384	2.348	2.117	2.136	1.93	2.268	2.018	2.194	2.497	2.781	3.18	3.252	3.157	3.396	3.862	4.236	4.379	n/a	n/a	n/a	n/a	
505	DSP	Emerging and developing Asia	External debt, total debt service, amortization		U.S. dollars	Billions		5.882	8.239	11.307	12.525	15.935	20.282	23.338	25.093	27.398	32.521	34.865	42.508	53.283	59.997	71.509	101.432	119.22	139.673	148.002	133.078	120.32	126.08	223.791	231.513	219.634	286.64	323.442	369.947	450.808	480.332	584.92	858.745	1,153.40	1,320.20	1,702.68	1,858.60	1,429.21	1,408.74	1,706.96	1,886.95	2,005.02	n/a	n/a	n/a	n/a	
505	DSP_NGDPD	Emerging and developing Asia	External debt, total debt service, amortization		Percent of GDP			0.775	1.091	1.469	1.541	1.878	2.436	2.741	2.696	2.62	2.91	3.111	3.766	4.168	4.141	4.731	5.612	5.824	6.568	7.512	6.15	5.176	5.138	8.32	7.543	6.167	6.968	6.63	5.99	6.061	5.939	6.002	7.387	8.995	9.421	11.251	11.728	8.844	8.013	8.921	9.287	9.132	n/a	n/a	n/a	n/a	
505	DSP_BX	Emerging and developing Asia	External debt, total debt service, amortization		Percent of exports of goods and services			8.068	10.228	14.082	14.214	14.871	18.435	22.113	20.927	19.435	16.851	19.72	21.354	21.659	21.766	21.227	27.808	32.846	26.254	29.08	24.972	18.591	19.675	30.534	25.69	18.729	20	18.264	16.994	17.629	21.841	20.521	25.011	31.734	34.218	42.532	49.124	39.054	34.461	38.243	41.277	42.183	n/a	n/a	n/a	n/a	
