	指标	地区	年	数据	行业	行业指标
7996	国有城镇单位就业人员平均实际工资指数(上年=100)	云南省	2012	108.930256947463	国有	人员平均实际工资指数(上年=100)
7997	国有城镇单位就业人员平均实际工资指数(上年=100)	云南省	2011	110.853778123945	国有	人员平均实际工资指数(上年=100)
7998	国有城镇单位就业人员平均实际工资指数(上年=100)	云南省	2010	108.5	国有	人员平均实际工资指数(上年=100)
7999	国有城镇单位就业人员平均实际工资指数(上年=100)	云南省	2009	112.617542072402	国有	人员平均实际工资指数(上年=100)
8000	国有城镇单位就业人员平均实际工资指数(上年=100)	西藏自治区	2018		国有	人员平均实际工资指数(上年=100)
8001	国有城镇单位就业人员平均实际工资指数(上年=100)	西藏自治区	2017	104.363888710519	国有	人员平均实际工资指数(上年=100)
8002	国有城镇单位就业人员平均实际工资指数(上年=100)	西藏自治区	2016	102.5575791	国有	人员平均实际工资指数(上年=100)
8003	国有城镇单位就业人员平均实际工资指数(上年=100)	西藏自治区	2015	166.995440050345	国有	人员平均实际工资指数(上年=100)
8004	国有城镇单位就业人员平均实际工资指数(上年=100)	西藏自治区	2014	101.183768008572	国有	人员平均实际工资指数(上年=100)
8005	国有城镇单位就业人员平均实际工资指数(上年=100)	西藏自治区	2013	111.79337231968799	国有	人员平均实际工资指数(上年=100)
8006	国有城镇单位就业人员平均实际工资指数(上年=100)	西藏自治区	2012	99.30877555125342	国有	人员平均实际工资指数(上年=100)
8007	国有城镇单位就业人员平均实际工资指数(上年=100)	西藏自治区	2011	93.7662872059346	国有	人员平均实际工资指数(上年=100)
8008	国有城镇单位就业人员平均实际工资指数(上年=100)	西藏自治区	2010	106.7	国有	人员平均实际工资指数(上年=100)
8009	国有城镇单位就业人员平均实际工资指数(上年=100)	西藏自治区	2009	100.809034381498	国有	人员平均实际工资指数(上年=100)
8010	国有城镇单位就业人员平均实际工资指数(上年=100)	陕西省	2018		国有	人员平均实际工资指数(上年=100)
8011	国有城镇单位就业人员平均实际工资指数(上年=100)	陕西省	2017	108.447912913029	国有	人员平均实际工资指数(上年=100)
8012	国有城镇单位就业人员平均实际工资指数(上年=100)	陕西省	2016	106.6012905	国有	人员平均实际工资指数(上年=100)
8013	国有城镇单位就业人员平均实际工资指数(上年=100)	陕西省	2015	109.20494048903	国有	人员平均实际工资指数(上年=100)
8014	国有城镇单位就业人员平均实际工资指数(上年=100)	陕西省	2014	101.939386968047	国有	人员平均实际工资指数(上年=100)
8015	国有城镇单位就业人员平均实际工资指数(上年=100)	陕西省	2013	103.606237816764	国有	人员平均实际工资指数(上年=100)
8016	国有城镇单位就业人员平均实际工资指数(上年=100)	陕西省	2012	109.890337597175	国有	人员平均实际工资指数(上年=100)
8017	国有城镇单位就业人员平均实际工资指数(上年=100)	陕西省	2011	110.977000264921	国有	人员平均实际工资指数(上年=100)
8018	国有城镇单位就业人员平均实际工资指数(上年=100)	陕西省	2010	107.9	国有	人员平均实际工资指数(上年=100)
8019	国有城镇单位就业人员平均实际工资指数(上年=100)	陕西省	2009	118.41338071202	国有	人员平均实际工资指数(上年=100)
8020	国有城镇单位就业人员平均实际工资指数(上年=100)	甘肃省	2018		国有	人员平均实际工资指数(上年=100)
8021	国有城镇单位就业人员平均实际工资指数(上年=100)	甘肃省	2017	108.50886101609699	国有	人员平均实际工资指数(上年=100)
8022	国有城镇单位就业人员平均实际工资指数(上年=100)	甘肃省	2016	108.1659122	国有	人员平均实际工资指数(上年=100)
8023	国有城镇单位就业人员平均实际工资指数(上年=100)	甘肃省	2015	114.952457603239	国有	人员平均实际工资指数(上年=100)
8024	国有城镇单位就业人员平均实际工资指数(上年=100)	甘肃省	2014	106.480707663392	国有	人员平均实际工资指数(上年=100)
8025	国有城镇单位就业人员平均实际工资指数(上年=100)	甘肃省	2013	115.789473684211	国有	人员平均实际工资指数(上年=100)
8026	国有城镇单位就业人员平均实际工资指数(上年=100)	甘肃省	2012	115.73686489802401	国有	人员平均实际工资指数(上年=100)
8027	国有城镇单位就业人员平均实际工资指数(上年=100)	甘肃省	2011	102.836970357909	国有	人员平均实际工资指数(上年=100)
8028	国有城镇单位就业人员平均实际工资指数(上年=100)	甘肃省	2010	102.0	国有	人员平均实际工资指数(上年=100)
8029	国有城镇单位就业人员平均实际工资指数(上年=100)	甘肃省	2009	112.034264638813	国有	人员平均实际工资指数(上年=100)
8030	国有城镇单位就业人员平均实际工资指数(上年=100)	青海省	2018		国有	人员平均实际工资指数(上年=100)
8031	国有城镇单位就业人员平均实际工资指数(上年=100)	青海省	2017	112.906667149462	国有	人员平均实际工资指数(上年=100)
8032	国有城镇单位就业人员平均实际工资指数(上年=100)	青海省	2016	109.14036829999999	国有	人员平均实际工资指数(上年=100)
8033	国有城镇单位就业人员平均实际工资指数(上年=100)	青海省	2015	107.540878437351	国有	人员平均实际工资指数(上年=100)
8034	国有城镇单位就业人员平均实际工资指数(上年=100)	青海省	2014	107.497117472263	国有	人员平均实际工资指数(上年=100)
8035	国有城镇单位就业人员平均实际工资指数(上年=100)	青海省	2013	106.432748538012	国有	人员平均实际工资指数(上年=100)
8036	国有城镇单位就业人员平均实际工资指数(上年=100)	青海省	2012	104.919128954628	国有	人员平均实际工资指数(上年=100)
8037	国有城镇单位就业人员平均实际工资指数(上年=100)	青海省	2011	107.62150624204	国有	人员平均实际工资指数(上年=100)
8038	国有城镇单位就业人员平均实际工资指数(上年=100)	青海省	2010	105.3	国有	人员平均实际工资指数(上年=100)
8039	国有城镇单位就业人员平均实际工资指数(上年=100)	青海省	2009	105.66623042993601	国有	人员平均实际工资指数(上年=100)
8040	国有城镇单位就业人员平均实际工资指数(上年=100)	宁夏回族自治区	2018		国有	人员平均实际工资指数(上年=100)
8041	国有城镇单位就业人员平均实际工资指数(上年=100)	宁夏回族自治区	2017	107.389199696616	国有	人员平均实际工资指数(上年=100)
8042	国有城镇单位就业人员平均实际工资指数(上年=100)	宁夏回族自治区	2016	107.0916738	国有	人员平均实际工资指数(上年=100)
8043	国有城镇单位就业人员平均实际工资指数(上年=100)	宁夏回族自治区	2015	116.347256336782	国有	人员平均实际工资指数(上年=100)
8044	国有城镇单位就业人员平均实际工资指数(上年=100)	宁夏回族自治区	2014	105.809808737826	国有	人员平均实际工资指数(上年=100)
8045	国有城镇单位就业人员平均实际工资指数(上年=100)	宁夏回族自治区	2013	103.801169590643	国有	人员平均实际工资指数(上年=100)
8046	国有城镇单位就业人员平均实际工资指数(上年=100)	宁夏回族自治区	2012	111.29713020663999	国有	人员平均实际工资指数(上年=100)
8047	国有城镇单位就业人员平均实际工资指数(上年=100)	宁夏回族自治区	2011	110.790971249505	国有	人员平均实际工资指数(上年=100)
8048	国有城镇单位就业人员平均实际工资指数(上年=100)	宁夏回族自治区	2010	104.7	国有	人员平均实际工资指数(上年=100)
8049	国有城镇单位就业人员平均实际工资指数(上年=100)	宁夏回族自治区	2009	106.93151400274701	国有	人员平均实际工资指数(上年=100)
8050	国有城镇单位就业人员平均实际工资指数(上年=100)	新疆维吾尔自治区	2018		国有	人员平均实际工资指数(上年=100)
8051	国有城镇单位就业人员平均实际工资指数(上年=100)	新疆维吾尔自治区	2017	103.38089590750099	国有	人员平均实际工资指数(上年=100)
8052	国有城镇单位就业人员平均实际工资指数(上年=100)	新疆维吾尔自治区	2016	105.40018799999999	国有	人员平均实际工资指数(上年=100)
8053	国有城镇单位就业人员平均实际工资指数(上年=100)	新疆维吾尔自治区	2015	116.277346048489	国有	人员平均实际工资指数(上年=100)
8054	国有城镇单位就业人员平均实际工资指数(上年=100)	新疆维吾尔自治区	2014	106.516481120795	国有	人员平均实际工资指数(上年=100)
8055	国有城镇单位就业人员平均实际工资指数(上年=100)	新疆维吾尔自治区	2013	105.16569200779699	国有	人员平均实际工资指数(上年=100)
8056	国有城镇单位就业人员平均实际工资指数(上年=100)	新疆维吾尔自治区	2012	113.18126976434999	国有	人员平均实际工资指数(上年=100)
8057	国有城镇单位就业人员平均实际工资指数(上年=100)	新疆维吾尔自治区	2011	111.209061089729	国有	人员平均实际工资指数(上年=100)
8058	国有城镇单位就业人员平均实际工资指数(上年=100)	新疆维吾尔自治区	2010	112.4	国有	人员平均实际工资指数(上年=100)
8059	国有城镇单位就业人员平均实际工资指数(上年=100)	新疆维吾尔自治区	2009	110.723396183088	国有	人员平均实际工资指数(上年=100)
8060	其他城镇单位就业人员平均实际工资指数(上年=100)	北京市	2018		其他	人员平均实际工资指数(上年=100)
8061	其他城镇单位就业人员平均实际工资指数(上年=100)	北京市	2017	106.16592725176399	其他	人员平均实际工资指数(上年=100)
8062	其他城镇单位就业人员平均实际工资指数(上年=100)	北京市	2016	104.5798392	其他	人员平均实际工资指数(上年=100)
8063	其他城镇单位就业人员平均实际工资指数(上年=100)	北京市	2015	106.005977398724	其他	人员平均实际工资指数(上年=100)
8064	其他城镇单位就业人员平均实际工资指数(上年=100)	北京市	2014	108.220079069468	其他	人员平均实际工资指数(上年=100)
8065	其他城镇单位就业人员平均实际工资指数(上年=100)	北京市	2013	107.309941520468	其他	人员平均实际工资指数(上年=100)
8066	其他城镇单位就业人员平均实际工资指数(上年=100)	北京市	2012	108.75652395281	其他	人员平均实际工资指数(上年=100)
8067	其他城镇单位就业人员平均实际工资指数(上年=100)	北京市	2011	109.30940043641199	其他	人员平均实际工资指数(上年=100)
8068	其他城镇单位就业人员平均实际工资指数(上年=100)	北京市	2010	110.4	其他	人员平均实际工资指数(上年=100)
8069	其他城镇单位就业人员平均实际工资指数(上年=100)	北京市	2009	104.917513302586	其他	人员平均实际工资指数(上年=100)
8070	其他城镇单位就业人员平均实际工资指数(上年=100)	天津市	2018		其他	人员平均实际工资指数(上年=100)
8071	其他城镇单位就业人员平均实际工资指数(上年=100)	天津市	2017	105.280869485506	其他	人员平均实际工资指数(上年=100)
8072	其他城镇单位就业人员平均实际工资指数(上年=100)	天津市	2016	102.7807932	其他	人员平均实际工资指数(上年=100)
8073	其他城镇单位就业人员平均实际工资指数(上年=100)	天津市	2015	108.221299508575	其他	人员平均实际工资指数(上年=100)
8074	其他城镇单位就业人员平均实际工资指数(上年=100)	天津市	2014	103.84833522547501	其他	人员平均实际工资指数(上年=100)
8075	其他城镇单位就业人员平均实际工资指数(上年=100)	天津市	2013	108.089668615984	其他	人员平均实际工资指数(上年=100)
8076	其他城镇单位就业人员平均实际工资指数(上年=100)	天津市	2012	110.001056647761	其他	人员平均实际工资指数(上年=100)
8077	其他城镇单位就业人员平均实际工资指数(上年=100)	天津市	2011	102.656884720576	其他	人员平均实际工资指数(上年=100)
8078	其他城镇单位就业人员平均实际工资指数(上年=100)	天津市	2010	112.1	其他	人员平均实际工资指数(上年=100)
8079	其他城镇单位就业人员平均实际工资指数(上年=100)	天津市	2009	109.16413195833	其他	人员平均实际工资指数(上年=100)
8080	其他城镇单位就业人员平均实际工资指数(上年=100)	河北省	2018		其他	人员平均实际工资指数(上年=100)
8081	其他城镇单位就业人员平均实际工资指数(上年=100)	河北省	2017	115.70147362573601	其他	人员平均实际工资指数(上年=100)
8082	其他城镇单位就业人员平均实际工资指数(上年=100)	河北省	2016	103.911867	其他	人员平均实际工资指数(上年=100)
8083	其他城镇单位就业人员平均实际工资指数(上年=100)	河北省	2015	104.56085280238199	其他	人员平均实际工资指数(上年=100)
8084	其他城镇单位就业人员平均实际工资指数(上年=100)	河北省	2014	105.643256719722	其他	人员平均实际工资指数(上年=100)
8085	其他城镇单位就业人员平均实际工资指数(上年=100)	河北省	2013	109.454191033138	其他	人员平均实际工资指数(上年=100)
8086	其他城镇单位就业人员平均实际工资指数(上年=100)	河北省	2012	106.269320393148	其他	人员平均实际工资指数(上年=100)
8087	其他城镇单位就业人员平均实际工资指数(上年=100)	河北省	2011	105.731622855732	其他	人员平均实际工资指数(上年=100)
8088	其他城镇单位就业人员平均实际工资指数(上年=100)	河北省	2010	114.5	其他	人员平均实际工资指数(上年=100)
8089	其他城镇单位就业人员平均实际工资指数(上年=100)	河北省	2009	114.950670376929	其他	人员平均实际工资指数(上年=100)
8090	其他城镇单位就业人员平均实际工资指数(上年=100)	山西省	2018		其他	人员平均实际工资指数(上年=100)
8091	其他城镇单位就业人员平均实际工资指数(上年=100)	山西省	2017	111.60098608082	其他	人员平均实际工资指数(上年=100)
8092	其他城镇单位就业人员平均实际工资指数(上年=100)	山西省	2016	98.5767244	其他	人员平均实际工资指数(上年=100)
8093	其他城镇单位就业人员平均实际工资指数(上年=100)	山西省	2015	95.20895645177191	其他	人员平均实际工资指数(上年=100)
8094	其他城镇单位就业人员平均实际工资指数(上年=100)	山西省	2014	100.90913507491	其他	人员平均实际工资指数(上年=100)
8095	其他城镇单位就业人员平均实际工资指数(上年=100)	山西省	2013	98.5380116959064	其他	人员平均实际工资指数(上年=100)
8096	其他城镇单位就业人员平均实际工资指数(上年=100)	山西省	2012	107.277682937826	其他	人员平均实际工资指数(上年=100)
8097	其他城镇单位就业人员平均实际工资指数(上年=100)	山西省	2011	121.788787916366	其他	人员平均实际工资指数(上年=100)
8098	其他城镇单位就业人员平均实际工资指数(上年=100)	山西省	2010	122.4	其他	人员平均实际工资指数(上年=100)
8099	其他城镇单位就业人员平均实际工资指数(上年=100)	山西省	2009	109.84639677568501	其他	人员平均实际工资指数(上年=100)
8100	其他城镇单位就业人员平均实际工资指数(上年=100)	内蒙古自治区	2018		其他	人员平均实际工资指数(上年=100)
8101	其他城镇单位就业人员平均实际工资指数(上年=100)	内蒙古自治区	2017	110.886783605958	其他	人员平均实际工资指数(上年=100)
8102	其他城镇单位就业人员平均实际工资指数(上年=100)	内蒙古自治区	2016	102.96868520000001	其他	人员平均实际工资指数(上年=100)
8103	其他城镇单位就业人员平均实际工资指数(上年=100)	内蒙古自治区	2015	100.783734003966	其他	人员平均实际工资指数(上年=100)
8104	其他城镇单位就业人员平均实际工资指数(上年=100)	内蒙古自治区	2014	106.21213303824499	其他	人员平均实际工资指数(上年=100)
8105	其他城镇单位就业人员平均实际工资指数(上年=100)	内蒙古自治区	2013	109.356725146199	其他	人员平均实际工资指数(上年=100)
8106	其他城镇单位就业人员平均实际工资指数(上年=100)	内蒙古自治区	2012	110.850233825813	其他	人员平均实际工资指数(上年=100)
8107	其他城镇单位就业人员平均实际工资指数(上年=100)	内蒙古自治区	2011	110.27683076710501	其他	人员平均实际工资指数(上年=100)
8108	其他城镇单位就业人员平均实际工资指数(上年=100)	内蒙古自治区	2010	110.0	其他	人员平均实际工资指数(上年=100)
8109	其他城镇单位就业人员平均实际工资指数(上年=100)	内蒙古自治区	2009	113.379936166093	其他	人员平均实际工资指数(上年=100)
8110	其他城镇单位就业人员平均实际工资指数(上年=100)	辽宁省	2018		其他	人员平均实际工资指数(上年=100)
8111	其他城镇单位就业人员平均实际工资指数(上年=100)	辽宁省	2017	107.85990684000099	其他	人员平均实际工资指数(上年=100)
8112	其他城镇单位就业人员平均实际工资指数(上年=100)	辽宁省	2016	104.75155240000001	其他	人员平均实际工资指数(上年=100)
8113	其他城镇单位就业人员平均实际工资指数(上年=100)	辽宁省	2015	103.924012084782	其他	人员平均实际工资指数(上年=100)
8114	其他城镇单位就业人员平均实际工资指数(上年=100)	辽宁省	2014	105.275579778997	其他	人员平均实际工资指数(上年=100)
8115	其他城镇单位就业人员平均实际工资指数(上年=100)	辽宁省	2013	107.60233918128701	其他	人员平均实际工资指数(上年=100)
8116	其他城镇单位就业人员平均实际工资指数(上年=100)	辽宁省	2012	107.549074556739	其他	人员平均实际工资指数(上年=100)
8117	其他城镇单位就业人员平均实际工资指数(上年=100)	辽宁省	2011	102.860193981977	其他	人员平均实际工资指数(上年=100)
8118	其他城镇单位就业人员平均实际工资指数(上年=100)	辽宁省	2010	110.8	其他	人员平均实际工资指数(上年=100)
8119	其他城镇单位就业人员平均实际工资指数(上年=100)	辽宁省	2009	115.598497219536	其他	人员平均实际工资指数(上年=100)
8120	其他城镇单位就业人员平均实际工资指数(上年=100)	吉林省	2018		其他	人员平均实际工资指数(上年=100)
8121	其他城镇单位就业人员平均实际工资指数(上年=100)	吉林省	2017	106.25117551639	其他	人员平均实际工资指数(上年=100)
8122	其他城镇单位就业人员平均实际工资指数(上年=100)	吉林省	2016	104.1338406	其他	人员平均实际工资指数(上年=100)
8123	其他城镇单位就业人员平均实际工资指数(上年=100)	吉林省	2015	105.997619658651	其他	人员平均实际工资指数(上年=100)
8124	其他城镇单位就业人员平均实际工资指数(上年=100)	吉林省	2014	107.139725473659	其他	人员平均实际工资指数(上年=100)
8125	其他城镇单位就业人员平均实际工资指数(上年=100)	吉林省	2013	104.093567251462	其他	人员平均实际工资指数(上年=100)
8126	其他城镇单位就业人员平均实际工资指数(上年=100)	吉林省	2012	110.232246266217	其他	人员平均实际工资指数(上年=100)
8127	其他城镇单位就业人员平均实际工资指数(上年=100)	吉林省	2011	109.740976957158	其他	人员平均实际工资指数(上年=100)
8128	其他城镇单位就业人员平均实际工资指数(上年=100)	吉林省	2010	108.4	其他	人员平均实际工资指数(上年=100)
8129	其他城镇单位就业人员平均实际工资指数(上年=100)	吉林省	2009	112.99084463908999	其他	人员平均实际工资指数(上年=100)
8130	其他城镇单位就业人员平均实际工资指数(上年=100)	黑龙江省	2018		其他	人员平均实际工资指数(上年=100)
8131	其他城镇单位就业人员平均实际工资指数(上年=100)	黑龙江省	2017	107.052982742943	其他	人员平均实际工资指数(上年=100)
8132	其他城镇单位就业人员平均实际工资指数(上年=100)	黑龙江省	2016	105.048077	其他	人员平均实际工资指数(上年=100)
8133	其他城镇单位就业人员平均实际工资指数(上年=100)	黑龙江省	2015	103.337065616572	其他	人员平均实际工资指数(上年=100)
8134	其他城镇单位就业人员平均实际工资指数(上年=100)	黑龙江省	2014	103.228651750521	其他	人员平均实际工资指数(上年=100)
8135	其他城镇单位就业人员平均实际工资指数(上年=100)	黑龙江省	2013	118.90838206627701	其他	人员平均实际工资指数(上年=100)
8136	其他城镇单位就业人员平均实际工资指数(上年=100)	黑龙江省	2012	112.89748607527201	其他	人员平均实际工资指数(上年=100)
8137	其他城镇单位就业人员平均实际工资指数(上年=100)	黑龙江省	2011	107.865701807964	其他	人员平均实际工资指数(上年=100)
8138	其他城镇单位就业人员平均实际工资指数(上年=100)	黑龙江省	2010	107.7	其他	人员平均实际工资指数(上年=100)
8139	其他城镇单位就业人员平均实际工资指数(上年=100)	黑龙江省	2009	101.191758382134	其他	人员平均实际工资指数(上年=100)
8140	其他城镇单位就业人员平均实际工资指数(上年=100)	上海市	2018		其他	人员平均实际工资指数(上年=100)
8141	其他城镇单位就业人员平均实际工资指数(上年=100)	上海市	2017	106.12218487344	其他	人员平均实际工资指数(上年=100)
8142	其他城镇单位就业人员平均实际工资指数(上年=100)	上海市	2016	108.0642394	其他	人员平均实际工资指数(上年=100)
8143	其他城镇单位就业人员平均实际工资指数(上年=100)	上海市	2015	108.443317727936	其他	人员平均实际工资指数(上年=100)
8144	其他城镇单位就业人员平均实际工资指数(上年=100)	上海市	2014	108.922442123969	其他	人员平均实际工资指数(上年=100)
8145	其他城镇单位就业人员平均实际工资指数(上年=100)	上海市	2013	117.056530214425	其他	人员平均实际工资指数(上年=100)
8146	其他城镇单位就业人员平均实际工资指数(上年=100)	上海市	2012	100.74448070778999	其他	人员平均实际工资指数(上年=100)
8147	其他城镇单位就业人员平均实际工资指数(上年=100)	上海市	2011	109.001648617243	其他	人员平均实际工资指数(上年=100)
8148	其他城镇单位就业人员平均实际工资指数(上年=100)	上海市	2010	111.1	其他	人员平均实际工资指数(上年=100)
8149	其他城镇单位就业人员平均实际工资指数(上年=100)	上海市	2009	110.751756414414	其他	人员平均实际工资指数(上年=100)
8150	其他城镇单位就业人员平均实际工资指数(上年=100)	江苏省	2018		其他	人员平均实际工资指数(上年=100)
8151	其他城镇单位就业人员平均实际工资指数(上年=100)	江苏省	2017	105.89943373578001	其他	人员平均实际工资指数(上年=100)
8152	其他城镇单位就业人员平均实际工资指数(上年=100)	江苏省	2016	104.4981592	其他	人员平均实际工资指数(上年=100)
8153	其他城镇单位就业人员平均实际工资指数(上年=100)	江苏省	2015	106.667076303531	其他	人员平均实际工资指数(上年=100)
8154	其他城镇单位就业人员平均实际工资指数(上年=100)	江苏省	2014	104.520972613818	其他	人员平均实际工资指数(上年=100)
8155	其他城镇单位就业人员平均实际工资指数(上年=100)	江苏省	2013	118.518518518519	其他	人员平均实际工资指数(上年=100)
8156	其他城镇单位就业人员平均实际工资指数(上年=100)	江苏省	2012	109.30320854533501	其他	人员平均实际工资指数(上年=100)
8157	其他城镇单位就业人员平均实际工资指数(上年=100)	江苏省	2011	111.184789113966	其他	人员平均实际工资指数(上年=100)
8158	其他城镇单位就业人员平均实际工资指数(上年=100)	江苏省	2010	110.7	其他	人员平均实际工资指数(上年=100)
8159	其他城镇单位就业人员平均实际工资指数(上年=100)	江苏省	2009	110.151289834452	其他	人员平均实际工资指数(上年=100)
8160	其他城镇单位就业人员平均实际工资指数(上年=100)	浙江省	2018		其他	人员平均实际工资指数(上年=100)
8161	其他城镇单位就业人员平均实际工资指数(上年=100)	浙江省	2017	107.015285543556	其他	人员平均实际工资指数(上年=100)
8162	其他城镇单位就业人员平均实际工资指数(上年=100)	浙江省	2016	106.39278370000001	其他	人员平均实际工资指数(上年=100)
8163	其他城镇单位就业人员平均实际工资指数(上年=100)	浙江省	2015	105.43001483802	其他	人员平均实际工资指数(上年=100)
8164	其他城镇单位就业人员平均实际工资指数(上年=100)	浙江省	2014	107.14468283529499	其他	人员平均实际工资指数(上年=100)
8165	其他城镇单位就业人员平均实际工资指数(上年=100)	浙江省	2013	111.890838206628	其他	人员平均实际工资指数(上年=100)
8166	其他城镇单位就业人员平均实际工资指数(上年=100)	浙江省	2012	111.59281109502199	其他	人员平均实际工资指数(上年=100)
8167	其他城镇单位就业人员平均实际工资指数(上年=100)	浙江省	2011	109.23049916159401	其他	人员平均实际工资指数(上年=100)
8168	其他城镇单位就业人员平均实际工资指数(上年=100)	浙江省	2010	109.6	其他	人员平均实际工资指数(上年=100)
8169	其他城镇单位就业人员平均实际工资指数(上年=100)	浙江省	2009	110.397857673866	其他	人员平均实际工资指数(上年=100)
8170	其他城镇单位就业人员平均实际工资指数(上年=100)	安徽省	2018		其他	人员平均实际工资指数(上年=100)
8171	其他城镇单位就业人员平均实际工资指数(上年=100)	安徽省	2017	105.95174359228201	其他	人员平均实际工资指数(上年=100)
8172	其他城镇单位就业人员平均实际工资指数(上年=100)	安徽省	2016	103.1379162	其他	人员平均实际工资指数(上年=100)
8173	其他城镇单位就业人员平均实际工资指数(上年=100)	安徽省	2015	101.721507470653	其他	人员平均实际工资指数(上年=100)
8174	其他城镇单位就业人员平均实际工资指数(上年=100)	安徽省	2014	103.873303154431	其他	人员平均实际工资指数(上年=100)
8175	其他城镇单位就业人员平均实际工资指数(上年=100)	安徽省	2013	103.02144249512699	其他	人员平均实际工资指数(上年=100)
8176	其他城镇单位就业人员平均实际工资指数(上年=100)	安徽省	2012	109.402598970646	其他	人员平均实际工资指数(上年=100)
8177	其他城镇单位就业人员平均实际工资指数(上年=100)	安徽省	2011	113.41219104922199	其他	人员平均实际工资指数(上年=100)
8178	其他城镇单位就业人员平均实际工资指数(上年=100)	安徽省	2010	112.4	其他	人员平均实际工资指数(上年=100)
8179	其他城镇单位就业人员平均实际工资指数(上年=100)	安徽省	2009	108.613758754077	其他	人员平均实际工资指数(上年=100)
8180	其他城镇单位就业人员平均实际工资指数(上年=100)	福建省	2018		其他	人员平均实际工资指数(上年=100)
8181	其他城镇单位就业人员平均实际工资指数(上年=100)	福建省	2017	105.110042078508	其他	人员平均实际工资指数(上年=100)
8182	其他城镇单位就业人员平均实际工资指数(上年=100)	福建省	2016	104.499365	其他	人员平均实际工资指数(上年=100)
8183	其他城镇单位就业人员平均实际工资指数(上年=100)	福建省	2015	105.00975484428001	其他	人员平均实际工资指数(上年=100)
8184	其他城镇单位就业人员平均实际工资指数(上年=100)	福建省	2014	108.16792561684099	其他	人员平均实际工资指数(上年=100)
8185	其他城镇单位就业人员平均实际工资指数(上年=100)	福建省	2013	107.99220272904499	其他	人员平均实际工资指数(上年=100)
8186	其他城镇单位就业人员平均实际工资指数(上年=100)	福建省	2012	113.058654724237	其他	人员平均实际工资指数(上年=100)
8187	其他城镇单位就业人员平均实际工资指数(上年=100)	福建省	2011	116.563523285864	其他	人员平均实际工资指数(上年=100)
8188	其他城镇单位就业人员平均实际工资指数(上年=100)	福建省	2010	113.7	其他	人员平均实际工资指数(上年=100)
8189	其他城镇单位就业人员平均实际工资指数(上年=100)	福建省	2009	112.20787042076401	其他	人员平均实际工资指数(上年=100)
8190	其他城镇单位就业人员平均实际工资指数(上年=100)	江西省	2018		其他	人员平均实际工资指数(上年=100)
8191	其他城镇单位就业人员平均实际工资指数(上年=100)	江西省	2017	105.13813964383002	其他	人员平均实际工资指数(上年=100)
8192	其他城镇单位就业人员平均实际工资指数(上年=100)	江西省	2016	104.3435724	其他	人员平均实际工资指数(上年=100)
8193	其他城镇单位就业人员平均实际工资指数(上年=100)	江西省	2015	105.568070946313	其他	人员平均实际工资指数(上年=100)
8194	其他城镇单位就业人员平均实际工资指数(上年=100)	江西省	2014	106.450454458681	其他	人员平均实际工资指数(上年=100)
8195	其他城镇单位就业人员平均实际工资指数(上年=100)	江西省	2013	103.508771929825	其他	人员平均实际工资指数(上年=100)
8196	其他城镇单位就业人员平均实际工资指数(上年=100)	江西省	2012	120.21853221909299	其他	人员平均实际工资指数(上年=100)
8197	其他城镇单位就业人员平均实际工资指数(上年=100)	江西省	2011	112.979962465449	其他	人员平均实际工资指数(上年=100)
8198	其他城镇单位就业人员平均实际工资指数(上年=100)	江西省	2010	115.5	其他	人员平均实际工资指数(上年=100)
8199	其他城镇单位就业人员平均实际工资指数(上年=100)	江西省	2009	121.611793829283	其他	人员平均实际工资指数(上年=100)
8200	其他城镇单位就业人员平均实际工资指数(上年=100)	山东省	2018		其他	人员平均实际工资指数(上年=100)
8201	其他城镇单位就业人员平均实际工资指数(上年=100)	山东省	2017	106.70718265389601	其他	人员平均实际工资指数(上年=100)
8202	其他城镇单位就业人员平均实际工资指数(上年=100)	山东省	2016	105.5231067	其他	人员平均实际工资指数(上年=100)
8203	其他城镇单位就业人员平均实际工资指数(上年=100)	山东省	2015	104.497535135705	其他	人员平均实际工资指数(上年=100)
8204	其他城镇单位就业人员平均实际工资指数(上年=100)	山东省	2014	107.85067773580799	其他	人员平均实际工资指数(上年=100)
8205	其他城镇单位就业人员平均实际工资指数(上年=100)	山东省	2013	113.25536062378201	其他	人员平均实际工资指数(上年=100)
8206	其他城镇单位就业人员平均实际工资指数(上年=100)	山东省	2012	110.52521618955	其他	人员平均实际工资指数(上年=100)
8207	其他城镇单位就业人员平均实际工资指数(上年=100)	山东省	2011	109.871699024272	其他	人员平均实际工资指数(上年=100)
8208	其他城镇单位就业人员平均实际工资指数(上年=100)	山东省	2010	111.4	其他	人员平均实际工资指数(上年=100)
8209	其他城镇单位就业人员平均实际工资指数(上年=100)	山东省	2009	113.365298411885	其他	人员平均实际工资指数(上年=100)
8210	其他城镇单位就业人员平均实际工资指数(上年=100)	河南省	2018		其他	人员平均实际工资指数(上年=100)
8211	其他城镇单位就业人员平均实际工资指数(上年=100)	河南省	2017	107.46512821851499	其他	人员平均实际工资指数(上年=100)
8212	其他城镇单位就业人员平均实际工资指数(上年=100)	河南省	2016	104.39665620000001	其他	人员平均实际工资指数(上年=100)
8213	其他城镇单位就业人员平均实际工资指数(上年=100)	河南省	2015	106.27126764369899	其他	人员平均实际工资指数(上年=100)
8214	其他城镇单位就业人员平均实际工资指数(上年=100)	河南省	2014	107.919710856989	其他	人员平均实际工资指数(上年=100)
