i	dbcode	exp	id	isParent	name	open	pid	wd
8	fsnd	用气人口指报告期末使用燃气的家庭用户的总人口数。如不能直接掌握本企业（单位）供气范围的用气人口数，以本地城市居民平均每户人口数乘以燃气家庭用户数。	A0B0409	True	液化石油气用气人口	False	A0B04	zb
9	fsnd	用气人口指报告期末使用燃气的家庭用户的总人口数。如不能直接掌握本企业（单位）供气范围的用气人口数，以本地城市居民平均每户人口数乘以燃气家庭用户数。	A0B040A	True	天然气用气人口	False	A0B04	zb
0	fsnd	供热能力是指供热企业（单位）向城市热用户输送热能的设计能力。	A0B0501	True	蒸汽供热能力	False	A0B05	zb
1	fsnd	供热能力是指供热企业（单位）向城市热用户输送热能的设计能力。	A0B0502	True	热水供热能力	False	A0B05	zb
2	fsnd	供热总量是指在报告期供热企业（单位）向城市热用户输送全部蒸汽和热水的总热量。	A0B0503	True	蒸汽供热总量	False	A0B05	zb
3	fsnd	供热总量是指在报告期供热企业（单位）向城市热用户输送全部蒸汽和热水的总热量。	A0B0504	True	热水供热总量	False	A0B05	zb
4	fsnd	管道长度是指从各类热源到热用户建筑物接入口之间的全部蒸汽和热水的管道长度。不包括各类热源厂内部的管道长度。可按管沟敷设方式（管沟、直埋、架空等）分类统计。	A0B0505	True	蒸汽管道长度	False	A0B05	zb
5	fsnd	管道长度是指从各类热源到热用户建筑物接入口之间的全部蒸汽和热水的管道长度。不包括各类热源厂内部的管道长度。可按管沟敷设方式（管沟、直埋、架空等）分类统计。	A0B0506	True	热水管道长度	False	A0B05	zb
6	fsnd	供热面积是指供热企业（单位）向城市各类房屋建筑物、构筑物及其附属设施供热的全部建筑面积。	A0B0507	True	供热面积	False	A0B05	zb
0	fsnd	道路长度是指道路长度和与道路相通的桥梁、隧道的长度，按车行道中心线计算。	A0B0601	True	道路长度	False	A0B06	zb
1	fsnd	道路面积是指道路实际铺装面积和与道路相通的广场、桥梁、隧道的铺装面积（统计时，将人行道面积单独统计）。人行道面积按道路两侧面积相加计算，包括步行街和广场，不含人车混行的道路。	A0B0602	True	道路面积	False	A0B06	zb
2	fsnd	城市桥梁是指为跨越天然或人工障碍物而修建的构筑物。包括跨河桥、立交桥、人行天桥以及人行地下通道等。	A0B0603	True	城市桥梁	False	A0B06	zb
3	fsnd	城市排水管道长度指所有排水总管、干管、支管、检查井及连接井进出口等长度之和。	A0B0604	True	城市排水管道长度	False	A0B06	zb
4	fsnd	城市污水日处理能力是指污水处理厂和污水处理装置每昼夜处理污水量的设计能力。	A0B0605	True	城市污水日处理能力	False	A0B06	zb
5	fsnd	城市道路照明灯是指在城市道路设置的各种照明用灯。一根电杆上有几盏即计算几盏。统计时，仅统计功能照明灯，不统计景观照明灯。	A0B0606	True	城市道路照明灯	False	A0B06	zb
0	fsnd	公共交通车辆运营数包括公共汽电车运营数和轨道交通运营数。	A0B0701	True	公共交通车辆运营数	False	A0B07	zb
1	fsnd	公共汽电车运营数是指城市用于公共客运交通运营业务的全部公共汽电车车辆数。新购、新制和调入的运营车辆，自投入之日起开始计算；调出、报废和调作他用的运营车辆，自上级主管机关批准之日起不再计入。	A0B0702	True	公共汽电车运营数	False	A0B07	zb
2	fsnd	轨道交通运营数是指城市用于轨道交通运营业务的全部车辆数。以企业（单位）固定资产台帐中已投入运营的车辆数为准；新购、新制和调入的运营车辆，自投入之日起开始计算；调出、报废和调作他用的运营车辆，自上级主管机关批准之日起不再计入。地铁、轻轨、单轨和磁悬浮列车在统计时一自然节统计为一辆，不按编组列统计。轨道交通系统的分类界定方法参照《城市公共交通分类标准》（CJJ/T114-2007）执行。	A0B0703	True	轨道交通配属车辆数	False	A0B07	zb
3	fsnd	运营线路总长度包括公共汽电车运营线路总长度和轨道交通运营线路总长度。	A0B0704	True	运营线路总长度	False	A0B07	zb
4	fsnd	公共汽电车运营线路总长度是指全部运营线路长度之和。单向行驶的环行线路长度等于起点至终点里程与终点下客站至起点里程之和的一半。运营线路长度不包括折返、试车、联络线等非运营线路。计算公式：运营线路长度=∑各条运营线路长度=∑1/2（上行起点至终点里程+下行起点至终点里程+上下行终点掉头里程）	A0B0705	True	公共汽电车运营线路总长度	False	A0B07	zb
5	fsnd	轨道交通运营线路总长度是指全部运营线路长度之和。包括地面、地下、高架等线路，不包括折返、试车、联络线等非运营线路。计算公式：运营线路总长度=Σ各条运营线路长度=Σ1/2（上行起点至终点里程+下行起点至终点里程）	A0B0706	True	轨道交通运营里程	False	A0B07	zb
6	fsnd	公共交通客运总量包括公共汽电车客运量和轨道交通客运量。	A0B0707	True	公共交通客运总量	False	A0B07	zb
7	fsnd	公共汽电车客运量是指报告期内公共汽电车运送乘客的总人次，包括付费乘客和不付费乘客人次，包括在城市道路和公路完成的客运量。	A0B0708	True	公共汽电车客运量	False	A0B07	zb
8	fsnd	轨道交通客运量是指报告期内轨道交通运送乘客的总人次，包括付费乘客和不付费乘客人次。	A0B0709	True	轨道交通客运量	False	A0B07	zb
9	fsnd	出租汽车指以行驶里程和时间计费，将乘客运载至其指定地点的汽车。	A0B070A	True	出租汽车	False	A0B07	zb
0	fsnd	城市绿地面积是指报告期末用作园林和绿化的各种绿地面积。包括公园绿地、生产绿地、防护绿地、附属绿地和其他绿地的面积。	A0B0801	True	城市绿地面积	False	A0B08	zb
1	fsnd	城市公园绿地面积是指城市中向公众开放的、以游憩为主要功能，有一定的游憩设施和服务设施，同时兼有健全生态、美化景观、防灾减灾等综合作用的绿化用地面积。包括综合公园、社区公园、专类公园、带状公园和街旁绿地。其中综合公园、专类公园和带状公园面积之和为公园面积。	A0B0802	True	公园绿地面积	False	A0B08	zb
2	fsnd	公园是指常年开放的供公众游览、观赏、休憩、开展科学、文化及休闲等活动，有较完善的设施和良好的绿化环境、景观优美的公园绿地。包括综合性公园、儿童公园、文物古迹公园、纪念性公园、风景名胜公园、动物园、植物园、带状公园等。不包括居住小区及小区以下的游园。统计时只统计市级和区级的综合公园、专类公园和带状公园。并按每个公园分别填报。	A0B0803	True	公园个数	False	A0B08	zb
3	fsnd	公园面积是指报告期末综合公园、专类公园和带状公园的全部占地总面积。即公园内的园路及铺装场地，管理建筑用地，游览、休憩、服务公用建筑用地，绿化用地及水域面积的总和。	A0B0804	True	公园面积	False	A0B08	zb
4	fsnd	建成区绿化覆盖率是指报告期末建成区内绿化覆盖面积与区域面积的比率。计算公式：建成区绿化覆盖率=建成区绿化覆盖面积/建成区面积×100%	A0B0805	True	建成区绿化覆盖率	False	A0B08	zb
0	fsnd	道路清扫保洁面积是指报告期末对城市道路和公共场所（主要包括城市行车道、人行道、车行隧道、人行过街地下通道、道路附属绿地、地铁站、高架路、人行过街天桥、立交桥、广场、停车场及其他设施等）进行清扫保洁的面积。一天清扫保洁多次的，按清扫保洁面积最大的一次计算。	A0B0901	True	道路清扫保洁面积	False	A0B09	zb
1	fsnd	生活垃圾清运量是指报告期收集和运送到各生活垃圾处理场（厂）和生活垃圾最终消纳点的生活垃圾数量。	A0B0902	True	生活垃圾清运量	False	A0B09	zb
2	fsnd	粪便清运量是指报告期收集和运送到各粪便处理场（厂）和粪便最终消纳点的粪便数量。	A0B0903	True	粪便清运量	False	A0B09	zb
3	fsnd	市容环卫专用车辆设备是指用于环境卫生作业、监察的专用车辆和设备，包括用于道路清扫、冲洗、洒水、除雪、垃圾粪便清运、市容监察以及与其配套使用的车辆和设备。如：垃圾车、扫路机（车）、洗路车、洒水车、真空吸粪车、除雪机、装载机、推土机、压实机、垃圾破碎机、垃圾筛选机、盐粉撒布机、吸泥渣车和专用船舶等。对于长期租赁的车辆及设备也应统计在内。	A0B0904	True	市容环卫专用车辆设备	False	A0B09	zb
4	fsnd	公共厕所是指供城市居民和流动人口使用，在道路两旁或公共场所等处设置的厕所。分为独立式、附属式和活动式三种类型。统计时只统计独立式和活动式，不统计附属式公厕。	A0B0905	True	公共厕所数量	False	A0B09	zb
5	fsnd		A0B0906	True	三类以上公共厕所数量	False	A0B09	zb
0	fsnd	城市用水普及率是指报告期末城区内用水人口与总人口的比率。	A0B0A01	True	城市用水普及率	False	A0B0A	zb
1	fsnd	城市燃气普及率是指报告期末城区内使用燃气的人口与总人口的比率。	A0B0A02	True	城市燃气普及率	False	A0B0A	zb
2	fsnd	每万人拥有公共交通车辆指按城市人口计算的每万人平均拥有的公共交通车辆标台数。计算公式：每万人拥有公共交通车辆=公共交通运营车标台数/(城区人口+城区暂住人口）	A0B0A03	True	每万人拥有公共交通车辆	False	A0B0A	zb
3	fsnd	人均城市道路面积是指报告期末城区内平均每人拥有的城市道路面积。	A0B0A04	True	人均城市道路面积	False	A0B0A	zb
4	fsnd	人均城市道路面积是指报告期末城区内平均每人拥有的公园绿地面积。	A0B0A05	True	人均公园绿地面积	False	A0B0A	zb
5	fsnd	每万人拥有公共厕所是指报告期末城区内平均每万人拥有的公共厕所数量。	A0B0A06	True	每万人拥有公共厕所	False	A0B0A	zb
0	fsnd		A0C0101	True	石油储量	False	A0C01	zb
1	fsnd		A0C0102	True	天然气储量	False	A0C01	zb
2	fsnd		A0C0103	True	煤炭储量	False	A0C01	zb
3	fsnd		A0C0104	True	铁矿储量	False	A0C01	zb
4	fsnd		A0C0105	True	锰矿储量	False	A0C01	zb
5	fsnd		A0C0106	True	铬矿储量	False	A0C01	zb
6	fsnd		A0C0107	True	钒矿储量	False	A0C01	zb
7	fsnd		A0C0108	True	原生钛铁矿储量	False	A0C01	zb
0	fsnd		A0C0201	True	铜矿储量	False	A0C02	zb
1	fsnd		A0C0202	True	铅矿储量	False	A0C02	zb
2	fsnd		A0C0203	True	锌矿储量	False	A0C02	zb
3	fsnd		A0C0204	True	铝土矿储量	False	A0C02	zb
4	fsnd		A0C0205	True	菱镁矿储量	False	A0C02	zb
5	fsnd		A0C0206	True	硫铁矿储量	False	A0C02	zb
6	fsnd		A0C0207	True	磷矿储量	False	A0C02	zb
7	fsnd		A0C0208	True	高岭土储量	False	A0C02	zb
0	fsnd	水资源总量指当地降水形成的地表和地下产水总量，即地表径流量与降水入渗补给量之和。	A0C0301	True	水资源总量	False	A0C03	zb
1	fsnd	地表水资源量指河流、湖泊以及冰川等地表水体中可以逐年更新的动态水量，即天然河川径流量。	A0C0302	True	地表水资源量	False	A0C03	zb
2	fsnd	地下水资源量指地下饱和含水层逐年更新的动态水量，即降水和地表水入渗对地下水的补给量。	A0C0303	True	地下水资源量	False	A0C03	zb
3	fsnd	地表水与地下水重复计算量指地表水和地下水相互转化的部分，即天然河川径流量中的地下水排泄量和地下水补给量中来源于地表水的入渗补给量。	A0C0304	True	地表水与地下水资源重复量	False	A0C03	zb
4	fsnd		A0C0305	True	人均水资源量	False	A0C03	zb
0	fsnd	供水总量指各种水源为用水户提供的包括输水损失在内的毛水量。	A0C0401	True	供水总量	False	A0C04	zb
1	fsnd	地表水源供水量指地表水体工程的取水量，按蓄、引、提、调四种形式统计。从水库、塘坝中引水或提水，均属蓄水工程供水量；从河道或湖泊中自流引水的，无论有闸或无闸，均属引水工程供水量；利用扬水站从河道或湖泊中直接取水的，属提水工程供水量；跨流域调水指水资源一级区或独立流域之间的跨流域调配水量，不包括在蓄、引、提水量中。	A0C0402	True	地表水供水总量	False	A0C04	zb
2	fsnd	地下水源供水量指水井工程的开采量，按浅层淡水、深层承压水和微咸水分别统计。城市地下水源供水量包括自来水厂的开采量和工矿企业自备井的开采量。	A0C0403	True	地下水供水总量	False	A0C04	zb
3	fsnd	其他水源供水量包括污水处理再利用、集雨工程、海水淡化等水源工程的供水量。	A0C0404	True	其他供水总量	False	A0C04	zb
4	fsnd	用水总量指各类用水户取用的包括输水损失在内的毛水量。	A0C0405	True	用水总量	False	A0C04	zb
5	fsnd	农业用水包括农田灌溉用水、林果地灌溉用水、草地灌溉用水、鱼塘补水和畜禽用水。	A0C0406	True	农业用水总量	False	A0C04	zb
6	fsnd	工业用水指工矿企业在生产过程中用于制造、加工、冷却、空调、净化、洗涤等方面的用水，按新水取用量计，不包括企业内部的重复利用水量。	A0C0407	True	工业用水总量	False	A0C04	zb
7	fsnd	生活用水包括城镇生活用水和农村生活用水。城镇生活用水由居民用水和公共用水（含第三产业及建筑业等用水）组成；农村生活用水指居民生活用水。	A0C0408	True	生活用水总量	False	A0C04	zb
8	fsnd		A0C0409	True	生态用水总量	False	A0C04	zb
9	fsnd		A0C040A	True	人均用水量	False	A0C04	zb
0	fsnd	废水排放总量指工业废水排放量与生活污水排放量之和。	A0C0501	True	废水排放总量	False	A0C05	zb
1	fsnd	化学需氧量(COD)排放量指工业废水中COD排放量与生活污水中COD排放量之和。化学需氧量指用化学氧化剂氧化水中有机污染物时所需的氧量。一般利用化学氧化剂将废水中可氧化的物质(有机物、亚硝酸盐、亚铁盐、硫化物等)氧化分解，然后根据残留的氧化剂的量计算出氧的消耗量，来表示废水中有机物的含量，反映水体有机物污染程度。COD值越高，表示水中有机污染物污染越重。	A0C0502	True	化学需氧量排放量	False	A0C05	zb
2	fsnd		A0C0503	True	氨氮排放量	False	A0C05	zb
3	fsnd		A0C0504	True	总氮排放量	False	A0C05	zb
4	fsnd		A0C0505	True	总磷排放量	False	A0C05	zb
5	fsnd		A0C0506	True	石油类排放量	False	A0C05	zb
6	fsnd		A0C0507	True	挥发酚排放量	False	A0C05	zb
7	fsnd		A0C0508	True	铅排放量	False	A0C05	zb
8	fsnd		A0C0509	True	汞排放量	False	A0C05	zb
9	fsnd		A0C050A	True	镉排放量	False	A0C05	zb
10	fsnd		A0C050B	True	总铬排放量	False	A0C05	zb
11	fsnd		A0C050C	True	砷排放量	False	A0C05	zb
12	fsnd		A0C050D	True	六价铬排放量	False	A0C05	zb
0	fsnd	二氧化硫排放量指报告期内工业SO2排放量与生活SO2排放量之和。	A0C0601	True	二氧化硫排放量	False	A0C06	zb
1	fsnd	氮氧化物排放量指报告期内企业在燃料燃烧和生产工艺过程中排入大气的氮氧化物总质量。	A0C0602	True	氮氧化物排放量	False	A0C06	zb
2	fsnd	烟(粉)尘排放量指报告期内企业在燃料燃烧和生产工艺过程中排入大气的烟尘及工业粉尘的总质量之和。烟尘或工业粉尘排放量可以通过除尘系统的排风量和除尘设备出口烟尘浓度相乘求得。	A0C0603	True	烟(粉)尘排放量	False	A0C06	zb
0	fsnd	生活垃圾清运量是指报告期收集和运送到各生活垃圾处理场（厂）和生活垃圾最终消纳点的生活垃圾数量。	A0C0801	True	生活垃圾清运量	False	A0C08	zb
1	fsnd	生活垃圾无害化处理场（厂）指按照有关技术、环境、卫生标准和规范进行设计、建设、运行、维护和管理的各种生活垃圾处理设施，主要包括卫生填埋场、堆肥厂和焚烧厂等。	A0C0802	True	无害化处理厂数	False	A0C08	zb
2	fsnd		A0C0803	True	生活垃圾卫生填埋无害化处理厂数	False	A0C08	zb
3	fsnd		A0C0804	True	生活垃圾堆肥无害化处理厂数	False	A0C08	zb
4	fsnd		A0C0805	True	生活垃圾焚烧无害化处理厂数	False	A0C08	zb
5	fsnd	生活垃圾无害化处理能力指生活垃圾无害化处理厂（场）按工艺设计每天所能处理生活垃圾的数量。	A0C0806	True	生活垃圾无害化处理能力	False	A0C08	zb
6	fsnd		A0C0807	True	生活垃圾卫生填埋无害化处理能力	False	A0C08	zb
7	fsnd		A0C0808	True	生活垃圾堆肥无害化处理能力	False	A0C08	zb
8	fsnd		A0C0809	True	生活垃圾焚烧无害化处理能力	False	A0C08	zb
9	fsnd	生活垃圾无害化处理量指用卫生填埋、堆肥、焚烧等工艺方法处理生活垃圾的总量。即生活垃圾在无害化处理厂（场）处理的垃圾总量。	A0C080A	True	生活垃圾无害化处理量	False	A0C08	zb
10	fsnd		A0C080B	True	生活垃圾卫生填埋无害化处理量	False	A0C08	zb
11	fsnd		A0C080C	True	生活垃圾堆肥无害化处理量	False	A0C08	zb
12	fsnd		A0C080D	True	生活垃圾焚烧无害化处理量	False	A0C08	zb
13	fsnd	粪便清运量是指报告期收集和运送到各粪便处理场（厂）和粪便最终消纳点的粪便数量。	A0C080E	True	粪便清运量	False	A0C08	zb
14	fsnd		A0C080F	True	粪便无害化处理量	False	A0C08	zb
15	fsnd	生活垃圾无害化处理率指报告期生活垃圾无害化处理量与生活垃圾产生量的比率。在统计上，由于生活垃圾产生量不易取得，可用清运量代替。计算公式为：生活垃圾无害化处理率=生活垃圾无害化处理量/生活垃圾产生量×100%	A0C080G	True	生活垃圾无害化处理率	False	A0C08	zb
0	fsnd	林业用地面积指用来发展林业的土地，包括郁闭度0.20以上的乔木林地以及竹林地、灌木林地、疏林地、采伐迹地、火烧迹地、未成林造林地、苗圃地和县级以上人民政府规划的宜林地面积。	A0C0A01	True	林业用地面积	False	A0C0A	zb
1	fsnd	森林面积包括郁闭度0.2以上的乔木林地面积和竹林面积，国家特别规定的灌木林地面积，农田林网以及村旁、路旁、水旁、宅旁林木的覆盖面积。	A0C0A02	True	森林面积	False	A0C0A	zb
2	fsnd	人工林面积指由人工播种、植苗或扦插造林形成的生长稳定，(一般造林3-5年后或飞机播种5-7年后)每公顷保存株数大于或等于造林设计植树株数80%或郁闭度0.20以上(含0.20)的林分面积。	A0C0A03	True	人工林面积	False	A0C0A	zb
3	fsnd	森林覆盖率指以行政区域为单位的森林面积占区域土地总面积的百分比。计算公式为：森林覆盖率=森林面积/土地总面积×100%	A0C0A04	True	森林覆盖率	False	A0C0A	zb
4	fsnd	活立木总蓄积量指一定范围土地上全部树木蓄积的总量，包括森林蓄积、疏林蓄积、散生木蓄积和四旁树蓄积。	A0C0A05	True	活立木总蓄积量	False	A0C0A	zb
5	fsnd	森林蓄积量指一定森林面积上存在着的林木树干部分的总材积。	A0C0A06	True	森林蓄积量	False	A0C0A	zb
0	fsnd	造林面积指在宜林荒山荒地、宜林沙荒地、无立木林地、疏林地和退耕地等其他宜林地上通过人工措施形成或恢复森林、林木、灌木林的过程。	A0C0B01	True	造林总面积	False	A0C0B	zb
1	fsnd	人工造林指在宜林荒山荒地、宜林沙荒地、无立木林地、疏林地和退耕地等其他宜林地上通过播种、植苗和分植来提高森林植被覆被率的技术措施。	A0C0B02	True	当年人工造林面积	False	A0C0B	zb
2	fsnd	飞播造林指通过飞机播种，为宜林荒山荒地、宜林沙荒地、其他宜林地、疏林地补充适量的种源，并辅以适当的人工措施，在自然力的作用下使其形成森林或灌草植被，提高森林植被覆被率的技术措施。	A0C0B03	True	当年飞机播种面积	False	A0C0B	zb
3	fsnd	无林地和疏林地本年新封山育林指本年开始对具有天然下种或萌蘖能力的疏林地、灌丛地、采伐迹地、火烧迹地以及荒山荒地、沙荒地等有条件的地方采取划界封禁和人工辅助措施，使其成为森林或灌草植被的面积。	A0C0B04	True	无林地和疏林地新封山育林	False	A0C0B	zb
4	fsnd	用材林指以生产木材为主要目的的森林和林木，包括以生产竹材为主要目的的竹林。	A0C0B05	True	用材林当年造林面积	False	A0C0B	zb
5	fsnd	经济林指以生产果品，食用油料、饮料、调料，工业原料和药材为主要目的的林木。经济林是人们为了取得林木的果实、叶片、皮层、胶液等产品作为工业原料或者供食用所营造的林木，如油茶、油桐、核桃、樟树、花椒、茶、桑、果等。	A0C0B06	True	经济林当年造林面积	False	A0C0B	zb
6	fsnd	防护林指以防护为主要目的的森林、林木和灌木丛。包括水源涵养林，水土保持林，防风固沙林，农田、牧场防护林，护岸林，护路林等。	A0C0B07	True	防护林当年造林面积	False	A0C0B	zb
7	fsnd	薪炭林指以生产燃料为主要目的的林木。	A0C0B08	True	薪炭林当年造林面积	False	A0C0B	zb
8	fsnd	特种用途林指以国防、环境保护、科学实验等为主要目的的森林和林木。包括国防林、实验林、母树林、环境保护林、风景林，名胜古迹和革命纪念地的林木，自然保护区的森林。	A0C0B09	True	特种用林当年造林面积	False	A0C0B	zb
0	fsnd	造林面积指在宜林荒山荒地、宜林沙荒地、无立木林地、疏林地和退耕地等其他宜林地上通过人工措施形成或恢复森林、林木、灌木林的过程。	A0C0C01	True	林业重点工程造林面积	False	A0C0C	zb
1	fsnd	天然林资源保护工程是我国林业的“天”字号工程、一号工程，也是投资最大的生态工程。具体包括三个层次:全面停止长江上游、黄河上中游地区天然林采伐；大幅度调减东北、内蒙古等重点国有林区的木材产量；同时保护好其他地区的天然林资源。主要解决这些区域天然林资源的休养生息和恢复发展问题。	A0C0C02	True	天然林保护工程造林面积	False	A0C0C	zb
2	fsnd	退耕还林工程是我国林业建设上涉及面最广、政策性最强、工序最复杂、群众参与度最高的生态建设工程。主要解决重点地区的水土流失问题。	A0C0C03	True	退耕还林工程造林面积	False	A0C0C	zb
3	fsnd	三北和长江中下游地区等重点防护林体系建设工程，是我国涵盖面最大、内容最丰富的防护林体系建设工程。具体包括三北防护林工程、长江防护林工程、沿海防护林工程、珠江防护林工程、太行山绿化工程和平原绿化工程。主要解决三北地区的防沙治沙问题和其他区域各不相同的生态问题。	A0C0C04	True	三北及长江流域等防护林建设工程造林面积	False	A0C0C	zb
4	fsnd	环北京地区防沙治沙工程，是首都乃至中国的“形象工程”，也是环京津生态圈建设的主体工程。主要解决首都周围地区的风沙危害问题。	A0C0C05	True	京津风沙源治理工程造林面积	False	A0C0C	zb
5	fsnd	造林面积指在宜林荒山荒地、宜林沙荒地、无立木林地、疏林地和退耕地等其他宜林地上通过人工措施形成或恢复森林、林木、灌木林的过程。	A0C0C06	True	速生丰产用材林基地建设工程造林面积	False	A0C0C	zb
0	fsnd		A0C0D01	True	草原总面积	False	A0C0D	zb
1	fsnd		A0C0D02	True	可利用草原面积	False	A0C0D	zb
2	fsnd		A0C0D03	True	累计种草保留面积	False	A0C0D	zb
3	fsnd		A0C0D04	True	当年新增种草面积	False	A0C0D	zb
4	fsnd		A0C0D05	True	草原鼠害危害面积	False	A0C0D	zb
5	fsnd		A0C0D06	True	草原鼠害治理面积	False	A0C0D	zb
6	fsnd		A0C0D07	True	草原虫害危害面积	False	A0C0D	zb
7	fsnd		A0C0D08	True	草原虫害治理面积	False	A0C0D	zb
8	fsnd		A0C0D09	True	草原火灾受害面积	False	A0C0D	zb
0	fsnd	自然保护区指为了保护自然环境和自然资源，促进国民经济的持续发展，将一定面积的陆地和水体划分出来，并经各级人民政府批准而进行特殊保护和管理的区域个数。根据保护对象，自然保护区分为自然生态系统类、野生生物类、自然遗迹类。风景名胜区、文物保护区不计在内。	A0C0G01	True	自然保护区个数	False	A0C0G	zb
1	fsnd	自然保护区指为了保护自然环境和自然资源，促进国民经济的持续发展，将一定面积的陆地和水体划分出来，并经各级人民政府批准而进行特殊保护和管理的区域个数。根据保护对象，自然保护区分为自然生态系统类、野生生物类、自然遗迹类。风景名胜区、文物保护区不计在内。	A0C0G02	True	国家级自然保护区个数	False	A0C0G	zb
2	fsnd	自然保护区指为了保护自然环境和自然资源，促进国民经济的持续发展，将一定面积的陆地和水体划分出来，并经各级人民政府批准而进行特殊保护和管理的区域个数。根据保护对象，自然保护区分为自然生态系统类、野生生物类、自然遗迹类。风景名胜区、文物保护区不计在内。	A0C0G03	True	自然保护区面积	False	A0C0G	zb
3	fsnd	自然保护区指为了保护自然环境和自然资源，促进国民经济的持续发展，将一定面积的陆地和水体划分出来，并经各级人民政府批准而进行特殊保护和管理的区域个数。根据保护对象，自然保护区分为自然生态系统类、野生生物类、自然遗迹类。风景名胜区、文物保护区不计在内。	A0C0G04	True	国家级自然保护区面积	False	A0C0G	zb
4	fsnd	自然保护区指为了保护自然环境和自然资源，促进国民经济的持续发展，将一定面积的陆地和水体划分出来，并经各级人民政府批准而进行特殊保护和管理的区域个数。根据保护对象，自然保护区分为自然生态系统类、野生生物类、自然遗迹类。风景名胜区、文物保护区不计在内。	A0C0G05	True	自然保护区占辖区面积比重	False	A0C0G	zb
0	fsnd		A0C0H01	True	农作物受灾面积	False	A0C0H	zb
1	fsnd		A0C0H02	True	农作物绝收面积	False	A0C0H	zb
2	fsnd		A0C0H03	True	旱灾受灾面积	False	A0C0H	zb
3	fsnd		A0C0H04	True	旱灾绝收面积	False	A0C0H	zb
4	fsnd		A0C0H05	True	洪涝、山体滑坡、泥石流和台风受灾面积	False	A0C0H	zb
5	fsnd		A0C0H06	True	洪涝、山体滑坡、泥石流和台风绝收面积	False	A0C0H	zb
6	fsnd		A0C0H07	True	风雹灾害受灾面积	False	A0C0H	zb
7	fsnd		A0C0H08	True	风雹灾害绝收面积	False	A0C0H	zb
8	fsnd		A0C0H09	True	低温冷冻和雪灾受灾面积	False	A0C0H	zb
9	fsnd		A0C0H0A	True	低温冷冻和雪灾绝收面积	False	A0C0H	zb
10	fsnd		A0C0H0B	True	自然灾害受灾人口	False	A0C0H	zb
11	fsnd		A0C0H0C	True	自然灾害受灾死亡人口	False	A0C0H	zb
12	fsnd		A0C0H0D	True	自然灾害直接经济损失	False	A0C0H	zb
0	fsnd	地质灾害指滑坡、崩塌、泥石流、地面塌陷等突发性地质灾害与地裂缝、地面沉降、海水入侵等缓变性地质灾害。地质灾害数量的计量单位统一用“处”，对于难以区分确切数量的同一次降雨（或其他因素）引发的群发性地质灾害归为1处灾害。地裂缝、地面沉降、海水入侵数量只统计报告期内发现的或报告期之前发现且报告期内继续发展的。	A0C0I01	True	发生地质灾害起数	False	A0C0I	zb
1	fsnd	滑坡指斜坡上不稳定的岩土体在重力作用下沿一定软弱面(或滑动带)整体向下滑动的物理地质现象。	A0C0I02	True	发生滑坡灾害起数	False	A0C0I	zb
2	fsnd	崩塌指陡坡上大块的岩土体在重力作用下突然脱离母体崩落的物理地质现象。	A0C0I03	True	发生崩塌灾害起数	False	A0C0I	zb
3	fsnd	泥石流指山地突然爆发的饱含大量泥沙、石块的特殊洪流。	A0C0I04	True	发生泥石流灾害起数	False	A0C0I	zb
4	fsnd	地面塌陷指地表岩、土体在自然或人为因素作用下向下陷落，并在地面形成塌陷坑(洞)的一种动力地质现象。	A0C0I05	True	发生地面塌陷灾害起数	False	A0C0I	zb
5	fsnd	地质灾害造成伤亡人数指因发生各类地质灾害造成的人员受伤、死亡和失踪情况。	A0C0I06	True	地质灾害人员伤亡	False	A0C0I	zb
6	fsnd		A0C0I07	True	地质灾害死亡人数	False	A0C0I	zb
7	fsnd	地质灾害直接经济损失指用货币表现的因各类地质灾害直接造成的经济损失。	A0C0I08	True	地质灾害直接经济损失	False	A0C0I	zb
8	fsnd	地质灾害防治项目指报告期内各级政府及国土资源管理部门立项设立的，运行工程手段对由于地质作用导致的将要发生和已经发生的地质灾害进行预防和治理的项目，包括治理项目和搬迁避让项目。	A0C0I09	True	地质灾害防治项目数	False	A0C0I	zb
9	fsnd		A0C0I0A	True	地质灾害防治投资	False	A0C0I	zb
0	fsnd	森林火灾次数指发生在城市市区外的一切森林、林木和林地的火灾次数。按照受害森林面积和伤亡人数，森林火灾分为一般森林火灾、较大森林火灾、重大森林火灾和特别重大森林火灾：1.一般森林火灾：受害森林面积在1公顷以下或者其他林地起火的，或者死亡1人以上3人以下的，或者重伤1人以上10人以下的；2.较大森林火灾：受害森林面积在1公顷以上100公顷以下的，或者死亡3人以上10人以下的，或者重伤10人以上50人以下的；3.重大森林火灾：受害森林面积在100公顷以上1000公顷以下的，或者死亡10人以上30人以下的，或者重伤50人以上100人以下的；4.特别重大森林火灾：受害森林面积在1000公顷以上的，或者死亡30人以上的，或者重伤100人以上的。本条所称“以上”包括本数，“以下”不包括本数。	A0C0J01	True	森林火灾次数	False	A0C0J	zb
1	fsnd	一般森林火灾指受害森林面积在1公顷以下或者其他林地起火的，或者死亡1人以上3人以下的，或者重伤1人以上10人以下的	A0C0J02	True	一般火灾次数	False	A0C0J	zb
2	fsnd	较大森林火灾指受害森林面积在1公顷以上100公顷以下的，或者死亡3人以上10人以下的，或者重伤10人以上50人以下的	A0C0J03	True	较大火灾次数	False	A0C0J	zb
